ID	lnL
ORTHOMCL10100	 -1914.063906
ORTHOMCL10101	  -598.393431
ORTHOMCL10102	 -3528.702067
ORTHOMCL10103	 -2380.510271
ORTHOMCL10104	 -1474.047651
ORTHOMCL10105	 -1933.342933
ORTHOMCL10106	
ORTHOMCL10107	 -1296.457782
ORTHOMCL10108	 -2633.234568
ORTHOMCL10109	 -3352.667371
ORTHOMCL10110	 -2434.603645
ORTHOMCL10111	 -1095.027669
ORTHOMCL10112	 -1859.283137
ORTHOMCL10113	 -1903.272555
ORTHOMCL10114	 -1279.180137
ORTHOMCL10115	 -7149.914318
ORTHOMCL10116	  -679.884722
ORTHOMCL10117	 -1836.466555
ORTHOMCL10118	 -2286.943357
ORTHOMCL10119	 -3065.377240
ORTHOMCL1012	 -7690.901916
ORTHOMCL10120	
ORTHOMCL10121	 -1968.689218
ORTHOMCL10122	 -1171.391999
ORTHOMCL10123	 -2487.613167
ORTHOMCL10124	 -1237.099127
ORTHOMCL10125	 -2744.187986
ORTHOMCL10126	
ORTHOMCL10127	
ORTHOMCL10128	  -814.606974
ORTHOMCL10129	  -498.039331
ORTHOMCL1013	 -9332.261220
ORTHOMCL10130	 -2249.899036
ORTHOMCL10131	 -4304.180146
ORTHOMCL10132	 -1956.425501
ORTHOMCL10133	  -696.106850
ORTHOMCL10134	
ORTHOMCL10135	
ORTHOMCL10137	 -2696.486509
ORTHOMCL10138	 -3380.137489
ORTHOMCL10139	 -1837.409999
ORTHOMCL10140	  -471.602205
ORTHOMCL10141	
ORTHOMCL10142	 -2001.948471
ORTHOMCL10143	 -1776.574233
ORTHOMCL10144	 -1125.860197
ORTHOMCL10146	  -409.421736
ORTHOMCL10147	 -1262.737300
ORTHOMCL10148	 -4339.932004
ORTHOMCL10149	 -1551.975006
ORTHOMCL10150	   -54.966678
ORTHOMCL10151	  -372.850594
ORTHOMCL10152	 -1188.279039
ORTHOMCL10153	
ORTHOMCL10154	 -4509.051683
ORTHOMCL10155	 -2546.098615
ORTHOMCL10156	 -1934.543381
ORTHOMCL10157	 -1069.328597
ORTHOMCL10158	 -1839.281807
ORTHOMCL10159	
ORTHOMCL1016	 -1971.594815
ORTHOMCL10160	  -955.214159
ORTHOMCL10161	  -927.586032
ORTHOMCL10162	 -1597.618906
ORTHOMCL10163	  -637.088267
ORTHOMCL10164	  -371.921273
ORTHOMCL10165	  -808.783808
ORTHOMCL10166	 -2568.237890
ORTHOMCL10167	 -1513.650922
ORTHOMCL10168	 -4043.587230
ORTHOMCL10169	  -737.442685
ORTHOMCL10170	 -2103.616126
ORTHOMCL10171	  -807.386222
ORTHOMCL10172	 -2274.227086
ORTHOMCL10173	
ORTHOMCL10174	 -2082.462827
ORTHOMCL10175	 -1396.764533
ORTHOMCL10176	  -847.772945
ORTHOMCL10177	 -1550.842744
ORTHOMCL10178	  -858.872240
ORTHOMCL10179	 -1784.690038
ORTHOMCL1018	  -995.918154
ORTHOMCL10180	 -2532.564526
ORTHOMCL10181	 -3160.007919
ORTHOMCL10182	  -354.297682
ORTHOMCL10183	 -2520.439596
ORTHOMCL10184	 -1874.292076
ORTHOMCL10185	  -850.753899
ORTHOMCL10186	
ORTHOMCL10187	  -873.880919
ORTHOMCL10188	 -2839.934004
ORTHOMCL10189	 -3216.408908
ORTHOMCL1019	 -4211.645801
ORTHOMCL10190	 -1174.626204
ORTHOMCL10191	 -4309.759203
ORTHOMCL10192	 -1617.641311
ORTHOMCL10193	
ORTHOMCL10194	 -2354.246371
ORTHOMCL10195	 -1645.049679
ORTHOMCL10196	 -1251.406638
ORTHOMCL10197	  -804.242043
ORTHOMCL10198	
ORTHOMCL10199	 -3508.858116
ORTHOMCL102	 -4604.489523
ORTHOMCL10200	 -2082.318456
ORTHOMCL10201	  -843.358170
ORTHOMCL10202	 -1384.075697
ORTHOMCL10203	   -28.853953
ORTHOMCL10204	 -1105.465401
ORTHOMCL10205	 -1232.474070
ORTHOMCL10206	  -871.041271
ORTHOMCL10207	  -935.170160
ORTHOMCL10208	 -2297.221795
ORTHOMCL10209	 -1614.245880
ORTHOMCL1021	
ORTHOMCL10210	 -4809.202131
ORTHOMCL10211	  -744.234690
ORTHOMCL10212	  -906.188071
ORTHOMCL10213	 -4994.311640
ORTHOMCL10214	 -3217.429735
ORTHOMCL10215	 -1106.881209
ORTHOMCL10217	  -801.428734
ORTHOMCL10218	 -1080.052941
ORTHOMCL10219	 -1788.492726
ORTHOMCL1022	 -2085.511034
ORTHOMCL10220	 -3971.828016
ORTHOMCL10221	  -614.996668
ORTHOMCL10222	 -1255.642038
ORTHOMCL10223	 -1663.786050
ORTHOMCL10224	 -9270.400202
ORTHOMCL10225	 -1458.831558
ORTHOMCL10226	 -2510.997420
ORTHOMCL10227	 -2003.400710
ORTHOMCL10228	 -1729.853488
ORTHOMCL10229	 -3536.964418
ORTHOMCL1023	 -1895.273488
ORTHOMCL10231	  -912.829773
ORTHOMCL10232	 -1739.238655
ORTHOMCL10233	 -1132.037452
ORTHOMCL10234	 -3802.944246
ORTHOMCL10235	 -1249.464791
ORTHOMCL10236	 -1243.928827
ORTHOMCL10237	 -1359.384302
ORTHOMCL10238	 -5150.875229
ORTHOMCL10239	 -1511.122997
ORTHOMCL1024	 -2624.064650
ORTHOMCL10240	 -3493.873585
ORTHOMCL10241	
ORTHOMCL10242	 -3171.570464
ORTHOMCL10243	 -2289.329286
ORTHOMCL10244	 -1535.056160
ORTHOMCL10245	 -4756.897332
ORTHOMCL10246	  -659.270411
ORTHOMCL10247	 -2905.277496
ORTHOMCL10248	  -515.756238
ORTHOMCL10249	 -1116.438336
ORTHOMCL1025	  -633.164606
ORTHOMCL10251	 -4547.611873
ORTHOMCL10252	 -1170.917743
ORTHOMCL10254	 -1104.478476
ORTHOMCL10255	 -2033.005926
ORTHOMCL10256	 -1704.803643
ORTHOMCL10257	  -330.526593
ORTHOMCL10258	
ORTHOMCL10259	 -1160.108656
ORTHOMCL10260	 -2480.998940
ORTHOMCL10261	  -633.919340
ORTHOMCL10262	  -434.357248
ORTHOMCL10263	 -1471.874726
ORTHOMCL10264	 -4958.355360
ORTHOMCL10265	  -615.683458
ORTHOMCL10267	 -1140.914223
ORTHOMCL10268	 -8474.914045
ORTHOMCL10269	 -3373.702821
ORTHOMCL10270	 -2601.240757
ORTHOMCL10271	  -875.176363
ORTHOMCL10273	 -1015.595584
ORTHOMCL10274	 -3177.789988
ORTHOMCL10275	 -1435.612595
ORTHOMCL10276	 -2999.123625
ORTHOMCL10277	 -2031.041969
ORTHOMCL10278	 -2228.552149
ORTHOMCL10279	 -1900.250486
ORTHOMCL1028	
ORTHOMCL10280	 -2411.067769
ORTHOMCL10281	 -1352.474633
ORTHOMCL10282	  -868.556636
ORTHOMCL10283	  -526.572827
ORTHOMCL10284	  -530.824988
ORTHOMCL10285	 -1142.690424
ORTHOMCL10286	  -324.273712
ORTHOMCL10287	 -1987.652271
ORTHOMCL1029	 -6720.801151
ORTHOMCL1032	 -3945.836578
ORTHOMCL1034	
ORTHOMCL1035	 -2593.082328
ORTHOMCL1038	 -3694.060048
ORTHOMCL104	 -5614.139803
ORTHOMCL1040	
ORTHOMCL1043	  -213.995394
ORTHOMCL1044	 -3289.056875
ORTHOMCL1045	  -587.871598
ORTHOMCL1046	 -4227.095623
ORTHOMCL1047	 -1080.584373
ORTHOMCL1048	 -2812.862844
ORTHOMCL1049	 -4640.622776
ORTHOMCL1050	 -2327.142131
ORTHOMCL1051	 -1662.701312
ORTHOMCL1053	 -1531.574564
ORTHOMCL1054	
ORTHOMCL1057	  -540.185046
ORTHOMCL1058	 -3013.999322
ORTHOMCL1060	 -3364.976478
ORTHOMCL1062	  -384.873944
ORTHOMCL1063	 -2802.431555
ORTHOMCL1065	 -2900.993675
ORTHOMCL1066	 -1884.365844
ORTHOMCL1068	 -3722.823478
ORTHOMCL1069	 -2313.384143
ORTHOMCL1070	 -3299.847364
ORTHOMCL1077	
ORTHOMCL1079	 -4883.103338
ORTHOMCL1080	 -2900.858522
ORTHOMCL11130	
ORTHOMCL11132	
ORTHOMCL11133	
ORTHOMCL11134	
ORTHOMCL11135	
ORTHOMCL11136	
ORTHOMCL11137	
ORTHOMCL11139	
ORTHOMCL11141	
ORTHOMCL11142	
ORTHOMCL11143	
ORTHOMCL11144	
ORTHOMCL11146	
ORTHOMCL11147	
ORTHOMCL11150	
ORTHOMCL11151	
ORTHOMCL11152	
ORTHOMCL11153	
ORTHOMCL11154	
ORTHOMCL11155	
ORTHOMCL11156	
ORTHOMCL11157	
ORTHOMCL11158	
ORTHOMCL11159	
ORTHOMCL11160	
ORTHOMCL11161	
ORTHOMCL11162	
ORTHOMCL11163	
ORTHOMCL11165	
ORTHOMCL11166	
ORTHOMCL11167	
ORTHOMCL11168	
ORTHOMCL11169	
ORTHOMCL11171	
ORTHOMCL11172	
ORTHOMCL11173	
ORTHOMCL11175	
ORTHOMCL11176	
ORTHOMCL11177	
ORTHOMCL11178	
ORTHOMCL11179	
ORTHOMCL11180	
ORTHOMCL11181	
ORTHOMCL11182	
ORTHOMCL11183	
ORTHOMCL11185	
ORTHOMCL11186	
ORTHOMCL11187	
ORTHOMCL11188	
ORTHOMCL11189	
ORTHOMCL11190	
ORTHOMCL11192	
ORTHOMCL11193	
ORTHOMCL11194	
ORTHOMCL11195	
ORTHOMCL11196	
ORTHOMCL11197	
ORTHOMCL11198	
ORTHOMCL11199	
ORTHOMCL11200	
ORTHOMCL11201	
ORTHOMCL11202	
ORTHOMCL11203	
ORTHOMCL11205	
ORTHOMCL11206	
ORTHOMCL11208	
ORTHOMCL11209	
ORTHOMCL11210	
ORTHOMCL11211	
ORTHOMCL11212	
ORTHOMCL11213	
ORTHOMCL11215	
ORTHOMCL11216	
ORTHOMCL11217	
ORTHOMCL11218	
ORTHOMCL11219	
ORTHOMCL11220	
ORTHOMCL11221	
ORTHOMCL11223	
ORTHOMCL11224	
ORTHOMCL11225	
ORTHOMCL11226	
ORTHOMCL11227	
ORTHOMCL11228	
ORTHOMCL11229	
ORTHOMCL11230	
ORTHOMCL11231	
ORTHOMCL11232	
ORTHOMCL11233	
ORTHOMCL11234	
ORTHOMCL11235	
ORTHOMCL11238	
ORTHOMCL11239	
ORTHOMCL11241	
ORTHOMCL11242	
ORTHOMCL11243	
ORTHOMCL11244	
ORTHOMCL11245	
ORTHOMCL11246	
ORTHOMCL11247	
ORTHOMCL11248	
ORTHOMCL11249	
ORTHOMCL11250	
ORTHOMCL11251	
ORTHOMCL11253	
ORTHOMCL11254	
ORTHOMCL11255	
ORTHOMCL11256	
ORTHOMCL11257	
ORTHOMCL11258	
ORTHOMCL11259	
ORTHOMCL11260	
ORTHOMCL11261	
ORTHOMCL11262	
ORTHOMCL11263	
ORTHOMCL11264	
ORTHOMCL11265	
ORTHOMCL11266	
ORTHOMCL11269	
ORTHOMCL11270	
ORTHOMCL11271	
ORTHOMCL11272	
ORTHOMCL11273	
ORTHOMCL11274	
ORTHOMCL11275	
ORTHOMCL11276	
ORTHOMCL11278	
ORTHOMCL11279	
ORTHOMCL11280	
ORTHOMCL11281	
ORTHOMCL11282	
ORTHOMCL11283	
ORTHOMCL11284	
ORTHOMCL11285	
ORTHOMCL11286	
ORTHOMCL11287	
ORTHOMCL11288	
ORTHOMCL11289	
ORTHOMCL11290	
ORTHOMCL11291	
ORTHOMCL11292	
ORTHOMCL11293	
ORTHOMCL11294	
ORTHOMCL11295	
ORTHOMCL11296	
ORTHOMCL11297	
ORTHOMCL11298	
ORTHOMCL11299	
ORTHOMCL11300	
ORTHOMCL11301	
ORTHOMCL11302	
ORTHOMCL11303	
ORTHOMCL11304	
ORTHOMCL11305	
ORTHOMCL11306	
ORTHOMCL11307	
ORTHOMCL11308	
ORTHOMCL11309	
ORTHOMCL11310	
ORTHOMCL11311	
ORTHOMCL11312	
ORTHOMCL11313	
ORTHOMCL11314	
ORTHOMCL11316	
ORTHOMCL11317	
ORTHOMCL11318	
ORTHOMCL11319	
ORTHOMCL11320	
ORTHOMCL11321	
ORTHOMCL11323	
ORTHOMCL11324	
ORTHOMCL11325	
ORTHOMCL11326	
ORTHOMCL11327	
ORTHOMCL11328	
ORTHOMCL11329	
ORTHOMCL11330	
ORTHOMCL11331	
ORTHOMCL11332	
ORTHOMCL11334	
ORTHOMCL11335	
ORTHOMCL11338	
ORTHOMCL11339	
ORTHOMCL11340	
ORTHOMCL11341	
ORTHOMCL11342	
ORTHOMCL11343	
ORTHOMCL11344	
ORTHOMCL11345	
ORTHOMCL11346	
ORTHOMCL11347	
ORTHOMCL11349	
ORTHOMCL11350	
ORTHOMCL11351	
ORTHOMCL11352	
ORTHOMCL11353	
ORTHOMCL11354	
ORTHOMCL11355	
ORTHOMCL11357	
ORTHOMCL11358	
ORTHOMCL11359	
ORTHOMCL1136	 -1182.801228
ORTHOMCL11361	
ORTHOMCL11362	
ORTHOMCL11364	
ORTHOMCL11365	
ORTHOMCL11366	
ORTHOMCL11367	
ORTHOMCL11368	
ORTHOMCL11369	
ORTHOMCL11370	
ORTHOMCL11371	
ORTHOMCL11372	
ORTHOMCL11373	
ORTHOMCL11374	
ORTHOMCL11375	
ORTHOMCL11376	
ORTHOMCL11377	
ORTHOMCL11378	
ORTHOMCL11379	
ORTHOMCL11380	
ORTHOMCL11381	
ORTHOMCL11382	
ORTHOMCL11383	
ORTHOMCL11384	
ORTHOMCL11385	
ORTHOMCL11386	
ORTHOMCL11387	
ORTHOMCL11388	
ORTHOMCL11389	
ORTHOMCL1139	 -2003.519420
ORTHOMCL11390	
ORTHOMCL11391	
ORTHOMCL11392	
ORTHOMCL11393	
ORTHOMCL11394	
ORTHOMCL11395	
ORTHOMCL11396	
ORTHOMCL11397	
ORTHOMCL11399	
ORTHOMCL11400	
ORTHOMCL11401	
ORTHOMCL11402	
ORTHOMCL11403	
ORTHOMCL11404	
ORTHOMCL11405	
ORTHOMCL11407	
ORTHOMCL11408	
ORTHOMCL1141	 -1786.089406
ORTHOMCL11410	
ORTHOMCL11412	
ORTHOMCL11413	
ORTHOMCL11414	
ORTHOMCL11415	
ORTHOMCL11416	
ORTHOMCL11417	
ORTHOMCL11418	
ORTHOMCL1142	 -4877.737594
ORTHOMCL11420	
ORTHOMCL11421	
ORTHOMCL11422	
ORTHOMCL11424	
ORTHOMCL11427	
ORTHOMCL11428	
ORTHOMCL11429	
ORTHOMCL11431	
ORTHOMCL11432	
ORTHOMCL11433	
ORTHOMCL11434	
ORTHOMCL11435	
ORTHOMCL11436	
ORTHOMCL11437	
ORTHOMCL11438	
ORTHOMCL11439	
ORTHOMCL11440	
ORTHOMCL11441	
ORTHOMCL11442	
ORTHOMCL11443	
ORTHOMCL11444	
ORTHOMCL11445	
ORTHOMCL11446	
ORTHOMCL11447	
ORTHOMCL11448	
ORTHOMCL11449	
ORTHOMCL11451	
ORTHOMCL11452	
ORTHOMCL11453	
ORTHOMCL11454	
ORTHOMCL11455	
ORTHOMCL11456	
ORTHOMCL11457	
ORTHOMCL11458	
ORTHOMCL11459	
ORTHOMCL1146	
ORTHOMCL11460	
ORTHOMCL11461	
ORTHOMCL11462	
ORTHOMCL11464	
ORTHOMCL11465	
ORTHOMCL11466	
ORTHOMCL11467	
ORTHOMCL11468	
ORTHOMCL11469	
ORTHOMCL1147	
ORTHOMCL11470	
ORTHOMCL11471	
ORTHOMCL11472	
ORTHOMCL11473	
ORTHOMCL11475	
ORTHOMCL11476	
ORTHOMCL11477	
ORTHOMCL11478	
ORTHOMCL11479	
ORTHOMCL11481	
ORTHOMCL11483	
ORTHOMCL11484	
ORTHOMCL11485	
ORTHOMCL11487	
ORTHOMCL11488	
ORTHOMCL11489	
ORTHOMCL1149	 -2241.312023
ORTHOMCL11490	
ORTHOMCL11491	
ORTHOMCL11492	
ORTHOMCL11493	
ORTHOMCL11494	
ORTHOMCL11495	
ORTHOMCL11496	
ORTHOMCL11497	
ORTHOMCL11498	
ORTHOMCL11499	
ORTHOMCL11500	
ORTHOMCL11501	
ORTHOMCL11502	
ORTHOMCL11503	
ORTHOMCL11504	
ORTHOMCL11505	
ORTHOMCL11506	
ORTHOMCL11507	
ORTHOMCL11508	
ORTHOMCL11509	
ORTHOMCL11510	
ORTHOMCL11511	
ORTHOMCL11512	
ORTHOMCL11513	
ORTHOMCL11514	
ORTHOMCL11515	
ORTHOMCL11516	
ORTHOMCL11517	
ORTHOMCL11518	
ORTHOMCL11519	
ORTHOMCL1152	 -5936.791150
ORTHOMCL11520	
ORTHOMCL11522	
ORTHOMCL11523	
ORTHOMCL11524	
ORTHOMCL11525	
ORTHOMCL11526	
ORTHOMCL11527	
ORTHOMCL11528	
ORTHOMCL11529	
ORTHOMCL1153	 -2212.745197
ORTHOMCL11530	
ORTHOMCL11531	
ORTHOMCL11532	
ORTHOMCL11533	
ORTHOMCL11534	
ORTHOMCL11535	
ORTHOMCL11536	
ORTHOMCL11537	
ORTHOMCL11538	
ORTHOMCL11539	
ORTHOMCL1154	 -1145.581886
ORTHOMCL11540	
ORTHOMCL11542	
ORTHOMCL11543	
ORTHOMCL11544	
ORTHOMCL11545	
ORTHOMCL11546	
ORTHOMCL11547	
ORTHOMCL11548	
ORTHOMCL11549	
ORTHOMCL1155	 -2578.727012
ORTHOMCL11550	
ORTHOMCL11551	
ORTHOMCL11552	
ORTHOMCL11553	
ORTHOMCL11554	
ORTHOMCL11555	
ORTHOMCL11556	
ORTHOMCL11557	
ORTHOMCL11558	
ORTHOMCL11559	
ORTHOMCL11560	
ORTHOMCL11561	
ORTHOMCL11562	
ORTHOMCL11563	
ORTHOMCL11564	
ORTHOMCL11565	
ORTHOMCL11566	
ORTHOMCL11567	
ORTHOMCL11568	
ORTHOMCL11569	
ORTHOMCL1157	 -4607.953798
ORTHOMCL11570	
ORTHOMCL11572	
ORTHOMCL11573	
ORTHOMCL11574	
ORTHOMCL11575	
ORTHOMCL11576	
ORTHOMCL11577	
ORTHOMCL11578	
ORTHOMCL11579	
ORTHOMCL1158	 -3169.634711
ORTHOMCL11580	
ORTHOMCL11581	
ORTHOMCL11582	
ORTHOMCL11583	
ORTHOMCL11584	
ORTHOMCL11585	
ORTHOMCL11586	
ORTHOMCL11587	
ORTHOMCL11588	
ORTHOMCL11589	
ORTHOMCL11590	
ORTHOMCL11591	
ORTHOMCL11592	
ORTHOMCL11593	
ORTHOMCL11594	
ORTHOMCL11596	
ORTHOMCL11597	
ORTHOMCL11598	
ORTHOMCL11599	
ORTHOMCL11600	
ORTHOMCL11601	
ORTHOMCL11602	
ORTHOMCL11603	
ORTHOMCL11604	
ORTHOMCL11605	
ORTHOMCL11606	
ORTHOMCL11607	
ORTHOMCL11609	
ORTHOMCL1161	 -5957.447425
ORTHOMCL11610	
ORTHOMCL11611	
ORTHOMCL11612	
ORTHOMCL11614	
ORTHOMCL11615	
ORTHOMCL11616	
ORTHOMCL11617	
ORTHOMCL11618	
ORTHOMCL11619	
ORTHOMCL1162	 -1482.707421
ORTHOMCL11620	
ORTHOMCL11621	
ORTHOMCL11622	
ORTHOMCL11623	
ORTHOMCL11624	
ORTHOMCL11625	
ORTHOMCL11626	
ORTHOMCL11627	
ORTHOMCL11629	
ORTHOMCL1163	
ORTHOMCL11630	
ORTHOMCL11631	
ORTHOMCL11632	
ORTHOMCL11634	
ORTHOMCL11636	
ORTHOMCL11637	
ORTHOMCL11638	
ORTHOMCL11639	
ORTHOMCL1164	
ORTHOMCL11640	
ORTHOMCL11641	
ORTHOMCL11643	
ORTHOMCL11644	
ORTHOMCL11645	
ORTHOMCL11646	
ORTHOMCL11647	
ORTHOMCL11648	
ORTHOMCL11649	
ORTHOMCL1165	 -2763.771789
ORTHOMCL11650	
ORTHOMCL11651	
ORTHOMCL11652	
ORTHOMCL11653	
ORTHOMCL11654	
ORTHOMCL11655	
ORTHOMCL11658	
ORTHOMCL11659	
ORTHOMCL1166	
ORTHOMCL11660	
ORTHOMCL11661	
ORTHOMCL11662	
ORTHOMCL11663	
ORTHOMCL11664	
ORTHOMCL11665	
ORTHOMCL11666	
ORTHOMCL11667	
ORTHOMCL11668	
ORTHOMCL11669	
ORTHOMCL11670	
ORTHOMCL11671	
ORTHOMCL11672	
ORTHOMCL11673	
ORTHOMCL11674	
ORTHOMCL11675	
ORTHOMCL11676	
ORTHOMCL11677	
ORTHOMCL11678	
ORTHOMCL11679	
ORTHOMCL11680	
ORTHOMCL11681	
ORTHOMCL11682	
ORTHOMCL11683	
ORTHOMCL11684	
ORTHOMCL11685	
ORTHOMCL11686	
ORTHOMCL11687	
ORTHOMCL11688	
ORTHOMCL11689	
ORTHOMCL11690	
ORTHOMCL11691	
ORTHOMCL11692	
ORTHOMCL11694	
ORTHOMCL11695	
ORTHOMCL11696	
ORTHOMCL11697	
ORTHOMCL11698	
ORTHOMCL11699	
ORTHOMCL1170	 -3595.339361
ORTHOMCL11700	
ORTHOMCL11701	
ORTHOMCL11702	
ORTHOMCL11703	
ORTHOMCL11704	
ORTHOMCL11705	
ORTHOMCL11706	
ORTHOMCL11707	
ORTHOMCL11708	
ORTHOMCL11709	
ORTHOMCL1171	 -2868.129544
ORTHOMCL11710	
ORTHOMCL11711	
ORTHOMCL11712	
ORTHOMCL11713	
ORTHOMCL11714	
ORTHOMCL11715	
ORTHOMCL11716	
ORTHOMCL11717	
ORTHOMCL11718	
ORTHOMCL11719	
ORTHOMCL1172	 -3599.225333
ORTHOMCL11720	
ORTHOMCL11721	
ORTHOMCL11722	
ORTHOMCL11723	
ORTHOMCL11724	
ORTHOMCL11725	
ORTHOMCL11726	
ORTHOMCL11727	
ORTHOMCL11728	
ORTHOMCL11729	
ORTHOMCL1173	 -1307.717157
ORTHOMCL11731	
ORTHOMCL11732	
ORTHOMCL11733	
ORTHOMCL11734	
ORTHOMCL11735	
ORTHOMCL11736	
ORTHOMCL11737	
ORTHOMCL11738	
ORTHOMCL11739	
ORTHOMCL11740	
ORTHOMCL11741	
ORTHOMCL11742	
ORTHOMCL11743	
ORTHOMCL11744	
ORTHOMCL11745	
ORTHOMCL11746	
ORTHOMCL11747	
ORTHOMCL11748	
ORTHOMCL11749	
ORTHOMCL1175	 -2807.364056
ORTHOMCL11750	
ORTHOMCL11751	
ORTHOMCL11752	
ORTHOMCL11753	
ORTHOMCL11754	
ORTHOMCL11755	
ORTHOMCL11756	
ORTHOMCL11758	
ORTHOMCL11759	
ORTHOMCL1176	 -2160.571183
ORTHOMCL11760	
ORTHOMCL11761	
ORTHOMCL11762	
ORTHOMCL11763	
ORTHOMCL11764	
ORTHOMCL11765	
ORTHOMCL11766	
ORTHOMCL11767	
ORTHOMCL11768	
ORTHOMCL11769	
ORTHOMCL1177	 -1458.689062
ORTHOMCL11770	
ORTHOMCL11771	
ORTHOMCL11772	
ORTHOMCL11773	
ORTHOMCL11774	
ORTHOMCL11775	
ORTHOMCL11776	
ORTHOMCL11777	
ORTHOMCL11778	
ORTHOMCL11779	
ORTHOMCL1178	 -2092.953518
ORTHOMCL11780	
ORTHOMCL11781	
ORTHOMCL11782	
ORTHOMCL11783	
ORTHOMCL11784	
ORTHOMCL11785	
ORTHOMCL11786	
ORTHOMCL11787	
ORTHOMCL11788	
ORTHOMCL11789	
ORTHOMCL1179	
ORTHOMCL11790	
ORTHOMCL11791	
ORTHOMCL11792	
ORTHOMCL11793	
ORTHOMCL11794	
ORTHOMCL11795	
ORTHOMCL11796	
ORTHOMCL11797	
ORTHOMCL11798	
ORTHOMCL1180	 -1169.824777
ORTHOMCL11800	
ORTHOMCL11801	
ORTHOMCL11802	
ORTHOMCL11803	
ORTHOMCL11804	
ORTHOMCL11805	
ORTHOMCL11806	
ORTHOMCL11807	
ORTHOMCL11808	
ORTHOMCL11809	
ORTHOMCL11810	
ORTHOMCL11811	
ORTHOMCL11812	
ORTHOMCL11813	
ORTHOMCL11814	
ORTHOMCL11815	
ORTHOMCL11816	
ORTHOMCL11817	
ORTHOMCL11818	
ORTHOMCL11819	
ORTHOMCL11820	
ORTHOMCL11821	
ORTHOMCL11822	
ORTHOMCL11823	
ORTHOMCL11824	
ORTHOMCL11825	
ORTHOMCL11826	
