ID	lnL
ORTHOMCL1198	 -1288.001454
ORTHOMCL1199	 -2477.222388
ORTHOMCL1201	 -2970.720230
ORTHOMCL1204	 -3458.658932
ORTHOMCL1205	 -2898.911281
ORTHOMCL1206	 -3166.771205
ORTHOMCL1207	 -1108.653742
ORTHOMCL1208	 -1206.905541
ORTHOMCL1209	 -1246.351158
ORTHOMCL1210	 -1974.986426
ORTHOMCL1211	 -5301.994671
ORTHOMCL1212	 -1382.158477
ORTHOMCL1214	 -1603.736036
ORTHOMCL1216	 -4538.503003
ORTHOMCL1218	 -1943.364790
ORTHOMCL1219	 -2191.944801
ORTHOMCL1220	 -1331.671551
ORTHOMCL1223	 -7312.423086
ORTHOMCL1227	 -2256.274309
ORTHOMCL1228	  -817.492353
ORTHOMCL1230	 -3443.814296
ORTHOMCL1231	 -3049.502159
ORTHOMCL1234	 -2537.866858
ORTHOMCL1239	   -59.274738
ORTHOMCL1240	 -2650.977803
ORTHOMCL1243	 -2161.654860
ORTHOMCL1249	 -6404.720641
ORTHOMCL1250	 -2151.523275
ORTHOMCL1253	  -864.097063
ORTHOMCL1254	 -1198.921165
ORTHOMCL1258	 -1904.592381
ORTHOMCL1259	 -4395.193366
ORTHOMCL1260	 -4263.266199
ORTHOMCL1262	 -1655.799076
ORTHOMCL1263	 -2027.271641
ORTHOMCL1264	 -1135.333504
ORTHOMCL1265	 -1034.141887
ORTHOMCL1266	 -2516.004490
ORTHOMCL1270	 -1255.956229
ORTHOMCL1272	 -4136.591451
ORTHOMCL1274	 -1912.202884
ORTHOMCL1277	 -1349.563950
ORTHOMCL1279	 -1518.119521
ORTHOMCL1282	 -5042.485613
ORTHOMCL1284	 -1579.596928
ORTHOMCL1286	  -608.244980
ORTHOMCL1289	 -1149.179475
ORTHOMCL1290	 -4491.661340
ORTHOMCL1292	 -2521.158615
ORTHOMCL1293	 -3335.838571
ORTHOMCL1296	 -4410.112553
ORTHOMCL1300	 -2794.127563
ORTHOMCL1303	 -1457.666394
ORTHOMCL1304	 -6577.998858
ORTHOMCL1305	 -2046.320527
ORTHOMCL1306	 -2470.682906
ORTHOMCL1308	 -2037.883998
ORTHOMCL1311	 -2784.343964
ORTHOMCL1314	 -2200.866978
ORTHOMCL1317	 -4400.455862
ORTHOMCL1318	  -484.826795
ORTHOMCL1319	 -4830.091812
ORTHOMCL1320	 -2173.681127
ORTHOMCL1322	 -3120.954130
ORTHOMCL1323	 -2589.853056
ORTHOMCL1324	 -1291.340367
ORTHOMCL1327	 -1978.877369
ORTHOMCL1329	 -3056.796295
ORTHOMCL1331	 -1743.042350
ORTHOMCL1332	 -2123.651903
ORTHOMCL1335	 -5508.212836
ORTHOMCL1336	 -4233.996637
ORTHOMCL1339	 -3995.120939
ORTHOMCL1342	 -6344.158990
ORTHOMCL1343	 -1770.175648
ORTHOMCL1345	 -3022.036368
ORTHOMCL1346	 -1316.375852
ORTHOMCL1347	  -772.685289
ORTHOMCL1348	 -1430.107996
ORTHOMCL1350	 -2995.159376
ORTHOMCL1353	 -2572.465799
ORTHOMCL1354	 -1856.198623
ORTHOMCL1357	 -2393.951153
ORTHOMCL1359	 -1787.693091
ORTHOMCL1360	  -434.457821
ORTHOMCL1361	 -10675.374501
ORTHOMCL1364	 -1212.196491
ORTHOMCL1365	 -5719.925384
ORTHOMCL1366	 -4057.189337
ORTHOMCL1368	 -6725.546446
ORTHOMCL1369	  -685.744673
ORTHOMCL1370	 -4812.911664
ORTHOMCL1373	 -3527.562223
ORTHOMCL1375	 -2012.918502
ORTHOMCL1377	 -2181.004669
ORTHOMCL1380	 -1550.118975
ORTHOMCL1381	 -1782.044633
ORTHOMCL1382	 -7277.342794
ORTHOMCL1384	 -2619.748386
ORTHOMCL1386	 -2636.524861
ORTHOMCL1387	 -1580.484418
ORTHOMCL1388	 -4279.202446
ORTHOMCL1389	 -4896.314892
ORTHOMCL1390	  -919.174004
ORTHOMCL1393	 -2994.400885
ORTHOMCL1394	 -1079.501018
ORTHOMCL1395	 -3037.386147
ORTHOMCL1398	 -2976.344997
ORTHOMCL1400	  -430.085710
ORTHOMCL1404	 -2779.686490
ORTHOMCL1407	 -1442.661045
ORTHOMCL1409	 -1747.324312
ORTHOMCL1410	  -889.417994
ORTHOMCL143	 -8954.768936
ORTHOMCL1487	 -1895.638224
ORTHOMCL1488	  -596.443733
ORTHOMCL1490	 -7390.043013
ORTHOMCL1491	  -792.735711
ORTHOMCL1492	 -2690.285378
ORTHOMCL1494	 -1633.403905
ORTHOMCL1495	  -862.349476
ORTHOMCL1496	 -2562.777191
ORTHOMCL1497	 -1732.039502
ORTHOMCL1498	 -1408.057363
ORTHOMCL1500	 -2719.274393
ORTHOMCL1501	 -2044.898189
ORTHOMCL1502	  -667.052866
ORTHOMCL1503	  -725.854907
ORTHOMCL1504	 -2085.694774
ORTHOMCL1505	 -1071.290458
ORTHOMCL1510	  -759.963192
ORTHOMCL1511	 -2727.901287
ORTHOMCL1512	 -3820.103781
ORTHOMCL1514	 -3757.746360
ORTHOMCL1517	 -2526.001875
ORTHOMCL1519	 -2155.484169
ORTHOMCL1520	 -3010.783695
ORTHOMCL1522	 -1802.259026
ORTHOMCL1523	 -1752.537351
ORTHOMCL1525	 -4911.966944
ORTHOMCL1527	 -2046.300353
ORTHOMCL1528	 -1625.667783
ORTHOMCL1529	 -2778.424579
ORTHOMCL1530	 -6058.200332
ORTHOMCL1531	 -2949.747046
ORTHOMCL1532	 -2599.225711
ORTHOMCL1538	  -225.396215
ORTHOMCL1540	 -2100.202329
ORTHOMCL1541	 -6577.384529
ORTHOMCL1542	 -1929.672980
ORTHOMCL1546	 -2885.228433
ORTHOMCL1548	 -1732.772628
ORTHOMCL1550	 -1687.884920
ORTHOMCL1551	 -2047.863958
ORTHOMCL1552	 -3223.669086
ORTHOMCL1553	 -2114.689002
ORTHOMCL1554	 -2206.376288
ORTHOMCL1555	 -2654.830528
ORTHOMCL1556	  -748.705826
ORTHOMCL1559	 -2342.863956
ORTHOMCL1564	 -4267.159000
ORTHOMCL1566	 -3828.108897
ORTHOMCL1568	 -1934.816493
ORTHOMCL1569	 -1701.901024
ORTHOMCL157	 -11099.599964
ORTHOMCL1570	 -7385.810792
ORTHOMCL1571	 -4980.847462
ORTHOMCL1572	  -890.171571
ORTHOMCL1573	 -5418.631502
ORTHOMCL1574	 -1934.069185
ORTHOMCL1576	 -1761.410552
ORTHOMCL1579	 -1111.541886
ORTHOMCL1580	 -2083.192716
ORTHOMCL1581	 -2199.694439
ORTHOMCL1582	 -4846.292703
ORTHOMCL1583	 -6270.382432
ORTHOMCL1585	 -6444.529821
ORTHOMCL1586	 -5529.240758
ORTHOMCL1587	 -2087.210881
ORTHOMCL1588	 -1715.658293
ORTHOMCL1590	 -2539.440163
ORTHOMCL1591	 -3706.986613
ORTHOMCL1592	 -1198.904696
ORTHOMCL1594	 -2458.274132
ORTHOMCL1595	 -6809.080932
ORTHOMCL1596	  -540.919468
ORTHOMCL1601	  -239.543374
ORTHOMCL1604	 -3662.092219
ORTHOMCL1605	 -2244.629418
ORTHOMCL1606	 -4913.745445
ORTHOMCL1610	 -1113.973762
ORTHOMCL1611	 -5142.293664
ORTHOMCL1613	 -1345.922220
ORTHOMCL1614	 -4344.485922
ORTHOMCL1618	 -2365.246015
ORTHOMCL1620	  -906.923653
ORTHOMCL1622	  -999.253314
ORTHOMCL1623	 -5649.205742
ORTHOMCL1624	 -1358.785482
ORTHOMCL1625	 -3706.502253
ORTHOMCL1626	  -995.674913
ORTHOMCL1629	 -2330.776203
ORTHOMCL1632	 -2438.591648
ORTHOMCL1633	 -2120.641595
ORTHOMCL1637	 -4396.431301
ORTHOMCL1640	 -1786.070886
ORTHOMCL1642	 -3570.363277
ORTHOMCL1644	 -2942.578285
ORTHOMCL1645	 -3016.225649
ORTHOMCL1648	 -2008.669181
ORTHOMCL1649	 -2070.291290
ORTHOMCL1651	 -2649.017151
ORTHOMCL1652	  -621.945569
ORTHOMCL1655	 -3699.750035
ORTHOMCL1656	 -5968.669609
ORTHOMCL1657	 -2800.893730
ORTHOMCL1658	 -1199.094015
ORTHOMCL1659	 -5468.409627
ORTHOMCL1660	 -8311.254966
ORTHOMCL1663	 -5955.110799
ORTHOMCL1665	 -1413.116721
ORTHOMCL1666	  -873.586743
ORTHOMCL1668	 -3468.233928
ORTHOMCL1670	 -3728.319116
ORTHOMCL1673	 -2483.829839
ORTHOMCL1675	 -3327.979808
ORTHOMCL1676	 -2825.042358
ORTHOMCL1678	 -3483.610051
ORTHOMCL1680	 -7138.331973
ORTHOMCL1681	  -940.599636
ORTHOMCL1683	 -1850.579489
ORTHOMCL1684	 -4753.636611
ORTHOMCL1686	 -8667.594800
ORTHOMCL1687	 -3250.102013
ORTHOMCL1688	 -2193.955290
ORTHOMCL169	 -5237.053078
ORTHOMCL1691	 -1723.689603
ORTHOMCL1702	  -815.473163
ORTHOMCL1703	 -4544.051204
ORTHOMCL1704	 -1370.915481
ORTHOMCL1708	 -1794.214937
ORTHOMCL1711	 -3213.920732
ORTHOMCL1715	 -2581.587487
ORTHOMCL1716	 -2608.129694
ORTHOMCL1717	 -7514.438232
ORTHOMCL1718	 -5064.526320
ORTHOMCL1720	 -2027.174778
ORTHOMCL1722	 -1302.090543
ORTHOMCL1724	 -2840.345475
ORTHOMCL1727	 -2952.943538
ORTHOMCL1728	 -1978.269954
ORTHOMCL1731	  -286.497655
ORTHOMCL1733	 -2850.648420
ORTHOMCL1734	 -1794.329323
ORTHOMCL1736	 -1154.327803
ORTHOMCL1737	 -1800.330708
ORTHOMCL1739	 -5746.561173
ORTHOMCL1742	 -1120.280222
ORTHOMCL1744	 -3491.100968
ORTHOMCL1748	 -2845.786162
ORTHOMCL1752	 -2182.477953
ORTHOMCL1754	 -3367.595840
ORTHOMCL1757	 -1288.075792
ORTHOMCL1759	  -976.166478
ORTHOMCL1764	 -2651.018433
ORTHOMCL1766	 -2515.260212
ORTHOMCL1767	 -5812.217747
ORTHOMCL1771	 -4489.222289
ORTHOMCL1773	 -3237.458415
ORTHOMCL1775	 -2228.631778
ORTHOMCL1776	  -523.379932
ORTHOMCL1777	  -409.662228
ORTHOMCL1778	 -1660.335225
ORTHOMCL1779	 -1540.490367
ORTHOMCL1780	 -4506.545888
ORTHOMCL1781	  -714.156166
ORTHOMCL1782	 -1239.315368
ORTHOMCL1783	 -5074.615909
ORTHOMCL1784	 -2479.217567
ORTHOMCL1786	 -2409.075653
ORTHOMCL1787	 -1157.202416
ORTHOMCL1788	  -590.721854
ORTHOMCL1789	 -2045.964928
ORTHOMCL1790	  -765.994582
ORTHOMCL1791	 -2725.356191
ORTHOMCL1793	 -1788.920259
ORTHOMCL1797	  -618.133723
ORTHOMCL1799	 -1858.148425
ORTHOMCL1801	  -913.509590
ORTHOMCL1803	 -1167.732144
ORTHOMCL1804	 -3533.278156
ORTHOMCL1805	  -968.887905
ORTHOMCL1806	 -4604.910027
ORTHOMCL1807	  -723.505093
ORTHOMCL1811	 -2842.188302
ORTHOMCL1813	 -2999.967671
ORTHOMCL1814	 -1376.830516
ORTHOMCL1815	 -1745.858856
ORTHOMCL1816	 -3041.299054
ORTHOMCL1818	 -3118.834664
ORTHOMCL182	 -14358.533708
ORTHOMCL1822	 -4242.352262
ORTHOMCL1824	 -1421.186511
ORTHOMCL1825	 -1479.539121
ORTHOMCL1826	 -3058.901658
ORTHOMCL1827	 -3204.129351
ORTHOMCL1828	 -2629.183173
ORTHOMCL1831	 -2239.097066
ORTHOMCL1833	 -2867.550643
ORTHOMCL1834	 -5551.409846
ORTHOMCL1836	 -1872.706819
ORTHOMCL1837	 -1046.991080
ORTHOMCL1844	 -1050.042670
ORTHOMCL1845	 -5759.172463
ORTHOMCL1846	 -2182.836040
ORTHOMCL1849	 -2318.507611
ORTHOMCL1850	 -1194.748462
ORTHOMCL1853	 -3893.046134
ORTHOMCL1856	 -2276.449162
ORTHOMCL1858	 -2147.861858
ORTHOMCL1859	 -2392.962198
ORTHOMCL186	 -4033.249362
ORTHOMCL1860	 -1867.183544
ORTHOMCL1862	 -6153.878488
ORTHOMCL1864	 -6774.114279
ORTHOMCL1865	 -4121.386220
ORTHOMCL1866	  -663.955855
ORTHOMCL1867	 -2907.310265
ORTHOMCL1868	 -4731.880754
ORTHOMCL1869	  -773.013322
ORTHOMCL1870	 -2591.503388
ORTHOMCL1872	 -3715.559028
ORTHOMCL1873	 -3643.289714
ORTHOMCL1877	  -881.619229
ORTHOMCL1878	 -1312.982474
ORTHOMCL1879	 -2537.724659
ORTHOMCL1882	  -967.872247
ORTHOMCL1883	 -1463.137016
ORTHOMCL1885	  -955.676578
ORTHOMCL1887	 -1349.366400
ORTHOMCL1888	 -1077.718642
ORTHOMCL1890	 -3722.837152
ORTHOMCL1891	 -2239.210805
ORTHOMCL1892	  -743.595724
ORTHOMCL1894	 -1157.789798
ORTHOMCL1895	 -5646.075235
ORTHOMCL1896	 -3859.454231
ORTHOMCL1899	 -1095.922961
ORTHOMCL1902	 -2924.723583
ORTHOMCL1903	 -4760.179332
ORTHOMCL1904	 -4719.636527
ORTHOMCL1907	 -1711.161240
ORTHOMCL1908	 -1688.226653
ORTHOMCL1911	  -808.265817
ORTHOMCL1913	 -3039.449577
ORTHOMCL1915	 -4679.165414
ORTHOMCL1916	  -302.100590
ORTHOMCL1917	 -2035.669018
ORTHOMCL1919	 -3066.504325
ORTHOMCL1920	  -564.399313
ORTHOMCL1921	 -4727.005702
ORTHOMCL1923	  -501.224754
ORTHOMCL1924	 -5116.685899
ORTHOMCL1925	 -1335.230386
ORTHOMCL1926	 -1046.578270
ORTHOMCL1931	 -13037.846753
ORTHOMCL1932	  -564.365654
ORTHOMCL1934	 -2640.557242
ORTHOMCL1935	 -1692.722726
ORTHOMCL1936	 -3023.155359
ORTHOMCL1940	 -3900.810832
ORTHOMCL1941	 -6394.934102
ORTHOMCL1943	 -7603.779027
ORTHOMCL1944	 -4548.184673
ORTHOMCL1945	 -2126.009453
ORTHOMCL1946	 -1799.721413
ORTHOMCL1947	 -4728.990198
ORTHOMCL1948	 -2423.327779
ORTHOMCL1949	 -6936.420745
ORTHOMCL1950	 -3585.437272
ORTHOMCL1951	 -3823.267851
ORTHOMCL1952	 -2264.808197
ORTHOMCL1954	 -4065.188405
ORTHOMCL1957	 -2819.122352
ORTHOMCL1958	 -3785.065263
ORTHOMCL1959	 -5503.827750
ORTHOMCL1960	 -7522.226245
ORTHOMCL1961	 -2580.026615
ORTHOMCL1962	 -9351.516128
ORTHOMCL1964	 -1975.623045
ORTHOMCL197	 -7352.951040
ORTHOMCL2080	  -454.255245
ORTHOMCL2083	 -1315.727420
ORTHOMCL2085	 -1542.538318
ORTHOMCL2089	 -1255.580854
ORTHOMCL2091	 -1086.518705
ORTHOMCL2092	  -758.583788
ORTHOMCL2094	 -1481.083357
ORTHOMCL2096	 -2813.998750
ORTHOMCL2097	  -290.907189
ORTHOMCL2098	 -2672.422152
ORTHOMCL2099	 -1621.171563
ORTHOMCL2100	 -2323.461278
ORTHOMCL2101	 -1816.079588
ORTHOMCL2102	  -472.910575
ORTHOMCL2104	 -1106.011570
ORTHOMCL2105	 -2117.108195
ORTHOMCL2106	 -4731.073726
ORTHOMCL2107	 -1321.504803
ORTHOMCL2108	  -764.016793
ORTHOMCL2109	 -2054.595109
ORTHOMCL2111	 -2996.464413
ORTHOMCL2112	 -1049.681826
ORTHOMCL2113	 -2196.925273
ORTHOMCL2115	 -3428.888314
ORTHOMCL2117	 -3199.239935
ORTHOMCL2118	 -1865.117084
ORTHOMCL2119	 -1162.272554
ORTHOMCL212	 -1873.938731
ORTHOMCL2120	  -421.582681
ORTHOMCL2122	  -993.478664
ORTHOMCL2124	 -2189.174076
