ID	lnL
ORTHOMCL10236	 -1218.247000
ORTHOMCL10237	 -1307.707861
ORTHOMCL10238	 -5020.061875
ORTHOMCL10239	 -1461.587876
ORTHOMCL1024	 -2544.468970
ORTHOMCL10240	 -3402.514643
ORTHOMCL10241	
ORTHOMCL10242	 -3131.173130
ORTHOMCL10243	 -2257.471735
ORTHOMCL10244	 -1577.008537
ORTHOMCL10245	 -4811.377004
ORTHOMCL10246	  -640.821864
ORTHOMCL10247	 -2813.381068
ORTHOMCL10248	  -504.667693
ORTHOMCL10249	 -1098.552533
ORTHOMCL1025	  -660.431010
ORTHOMCL10251	 -4380.280925
ORTHOMCL10252	 -1155.866436
ORTHOMCL10254	 -1074.269940
ORTHOMCL10255	 -2002.764350
ORTHOMCL10256	 -1684.022049
ORTHOMCL10257	  -327.447107
ORTHOMCL10258	
ORTHOMCL10259	 -1128.498235
ORTHOMCL10260	 -2449.103581
ORTHOMCL10261	 -1028.160283
ORTHOMCL10262	  -434.253539
ORTHOMCL10263	 -1686.059699
ORTHOMCL10264	 -4857.419685
ORTHOMCL10265	  -609.662347
ORTHOMCL10267	 -2395.039809
ORTHOMCL10268	 -8367.588522
ORTHOMCL10269	 -3327.771452
ORTHOMCL10270	 -2521.728303
ORTHOMCL10271	  -867.471162
ORTHOMCL10273	  -988.599179
ORTHOMCL10274	 -3123.316064
ORTHOMCL10275	 -1382.107369
ORTHOMCL10276	 -2945.147193
ORTHOMCL10277	 -2808.522976
ORTHOMCL10278	 -2167.977048
ORTHOMCL10279	 -1886.737121
ORTHOMCL1028	
ORTHOMCL10280	 -2362.166002
ORTHOMCL10281	 -2222.276879
ORTHOMCL10282	  -837.816280
ORTHOMCL10283	  -526.669865
ORTHOMCL10284	  -516.634037
ORTHOMCL10285	 -1120.137079
ORTHOMCL10286	  -318.791719
ORTHOMCL10287	 -1951.106940
ORTHOMCL1029	 -6593.708553
ORTHOMCL1032	 -3883.402301
ORTHOMCL1034	
ORTHOMCL1035	 -2618.380434
ORTHOMCL1038	 -5717.383079
ORTHOMCL104	 -5474.921390
ORTHOMCL1040	
ORTHOMCL1043	  -213.919895
ORTHOMCL1044	 -3244.532100
ORTHOMCL1045	  -566.700854
ORTHOMCL1046	 -4121.208381
ORTHOMCL1047	 -1052.065540
ORTHOMCL1048	 -2801.160711
ORTHOMCL1049	 -4511.716770
ORTHOMCL1050	 -2315.349745
ORTHOMCL1051	 -1883.329835
ORTHOMCL1053	 -1747.572755
ORTHOMCL1054	
ORTHOMCL1057	  -540.259665
ORTHOMCL1058	 -2944.292247
ORTHOMCL1060	 -3313.666038
ORTHOMCL1062	  -370.543513
ORTHOMCL1063	 -2763.356454
ORTHOMCL1065	 -2837.830412
ORTHOMCL1066	 -1862.596996
ORTHOMCL1068	 -3648.853584
ORTHOMCL1069	 -2269.859772
ORTHOMCL1070	 -3230.390748
ORTHOMCL1077	
ORTHOMCL1079	 -4760.727133
ORTHOMCL1080	 -2834.717874
ORTHOMCL11130	
ORTHOMCL11132	
ORTHOMCL11133	
ORTHOMCL11134	
ORTHOMCL11135	
ORTHOMCL11136	
ORTHOMCL11137	
ORTHOMCL11139	
ORTHOMCL11141	
ORTHOMCL11142	
ORTHOMCL11143	
ORTHOMCL11144	
ORTHOMCL11146	
ORTHOMCL11147	
ORTHOMCL11150	
ORTHOMCL11151	
ORTHOMCL11152	
ORTHOMCL11153	
ORTHOMCL11154	
ORTHOMCL11155	
ORTHOMCL11156	
ORTHOMCL11157	
ORTHOMCL11158	
ORTHOMCL11159	
ORTHOMCL11160	
ORTHOMCL11161	
ORTHOMCL11162	
ORTHOMCL11163	
ORTHOMCL11165	
ORTHOMCL11166	
ORTHOMCL11167	
ORTHOMCL11168	
ORTHOMCL11169	
ORTHOMCL11171	
ORTHOMCL11172	
ORTHOMCL11173	
ORTHOMCL11175	
ORTHOMCL11176	
ORTHOMCL11177	
ORTHOMCL11178	
ORTHOMCL11179	
ORTHOMCL11180	
ORTHOMCL11181	
ORTHOMCL11182	
ORTHOMCL11183	
ORTHOMCL11185	
ORTHOMCL11186	
ORTHOMCL11187	
ORTHOMCL11188	
ORTHOMCL11189	
ORTHOMCL11190	
ORTHOMCL11192	
ORTHOMCL11193	
ORTHOMCL11194	
ORTHOMCL11195	
ORTHOMCL11196	
ORTHOMCL11197	
ORTHOMCL11198	
ORTHOMCL11199	
ORTHOMCL11200	
ORTHOMCL11201	
ORTHOMCL11202	
ORTHOMCL11203	
ORTHOMCL11205	
ORTHOMCL11206	
ORTHOMCL11208	
ORTHOMCL11209	
ORTHOMCL11210	
ORTHOMCL11211	
ORTHOMCL11212	
ORTHOMCL11213	
ORTHOMCL11215	
ORTHOMCL11216	
ORTHOMCL11217	
ORTHOMCL11218	
ORTHOMCL11219	
ORTHOMCL11220	
ORTHOMCL11221	
ORTHOMCL11223	
ORTHOMCL11224	
ORTHOMCL11225	
ORTHOMCL11226	
ORTHOMCL11227	
ORTHOMCL11228	 -8439.512841
ORTHOMCL11229	
ORTHOMCL11230	
ORTHOMCL11231	
ORTHOMCL11232	
ORTHOMCL11233	
ORTHOMCL11234	
ORTHOMCL11235	
ORTHOMCL11238	
ORTHOMCL11239	 -3787.506554
ORTHOMCL11241	
ORTHOMCL11242	
ORTHOMCL11243	
ORTHOMCL11244	
ORTHOMCL11245	
ORTHOMCL11246	
ORTHOMCL11247	
ORTHOMCL11248	
ORTHOMCL11249	
ORTHOMCL11250	
ORTHOMCL11251	
ORTHOMCL11253	
ORTHOMCL11254	
ORTHOMCL11255	
ORTHOMCL11256	
ORTHOMCL11257	
ORTHOMCL11258	
ORTHOMCL11259	
ORTHOMCL11260	
ORTHOMCL11261	
ORTHOMCL11262	
ORTHOMCL11263	
ORTHOMCL11264	
ORTHOMCL11265	
ORTHOMCL11266	
ORTHOMCL11269	
ORTHOMCL11270	
ORTHOMCL11271	
ORTHOMCL11272	
ORTHOMCL11273	
ORTHOMCL11274	
ORTHOMCL11275	
ORTHOMCL11276	
ORTHOMCL11278	
ORTHOMCL11279	
ORTHOMCL11280	
ORTHOMCL11281	
ORTHOMCL11282	
ORTHOMCL11283	
ORTHOMCL11284	
ORTHOMCL11285	
ORTHOMCL11286	
ORTHOMCL11287	
ORTHOMCL11288	
ORTHOMCL11289	
ORTHOMCL11290	
ORTHOMCL11291	
ORTHOMCL11292	
ORTHOMCL11293	
ORTHOMCL11294	
ORTHOMCL11295	
ORTHOMCL11296	
ORTHOMCL11297	
ORTHOMCL11298	
ORTHOMCL11299	
ORTHOMCL11300	
ORTHOMCL11301	
ORTHOMCL11302	
ORTHOMCL11303	
ORTHOMCL11304	
ORTHOMCL11305	
ORTHOMCL11306	
ORTHOMCL11307	
ORTHOMCL11308	
ORTHOMCL11309	
ORTHOMCL11310	
ORTHOMCL11311	
ORTHOMCL11312	
ORTHOMCL11313	
ORTHOMCL11314	
ORTHOMCL11316	
ORTHOMCL11317	
ORTHOMCL11318	
ORTHOMCL11319	
ORTHOMCL11320	
ORTHOMCL11321	
ORTHOMCL11323	
ORTHOMCL11324	
ORTHOMCL11325	
ORTHOMCL11326	
ORTHOMCL11327	
ORTHOMCL11328	
ORTHOMCL11329	
ORTHOMCL11330	
ORTHOMCL11331	
ORTHOMCL11332	
ORTHOMCL11334	
ORTHOMCL11335	
ORTHOMCL11338	
ORTHOMCL11339	
ORTHOMCL11340	
ORTHOMCL11341	
ORTHOMCL11342	
ORTHOMCL11343	
ORTHOMCL11344	
ORTHOMCL11345	
ORTHOMCL11346	
ORTHOMCL11347	
ORTHOMCL11349	
ORTHOMCL11350	
ORTHOMCL11351	
ORTHOMCL11352	
ORTHOMCL11353	
ORTHOMCL11354	
ORTHOMCL11355	
ORTHOMCL11357	
ORTHOMCL11358	
ORTHOMCL11359	
ORTHOMCL1136	 -1174.272713
ORTHOMCL11361	 -1954.319628
ORTHOMCL11362	
ORTHOMCL11364	
ORTHOMCL11365	
ORTHOMCL11366	
ORTHOMCL11367	
ORTHOMCL11368	
ORTHOMCL11369	
ORTHOMCL11370	
ORTHOMCL11371	
ORTHOMCL11372	
ORTHOMCL11373	
ORTHOMCL11374	
ORTHOMCL11375	
ORTHOMCL11376	
ORTHOMCL11377	
ORTHOMCL11378	
ORTHOMCL11379	
ORTHOMCL11380	
ORTHOMCL11381	
ORTHOMCL11382	
ORTHOMCL11383	
ORTHOMCL11384	
ORTHOMCL11385	  -758.012983
ORTHOMCL11386	
ORTHOMCL11387	
ORTHOMCL11388	
ORTHOMCL11389	
ORTHOMCL1139	 -1943.330718
ORTHOMCL11390	
ORTHOMCL11391	
ORTHOMCL11392	
ORTHOMCL11393	
ORTHOMCL11394	
ORTHOMCL11395	
ORTHOMCL11396	
ORTHOMCL11397	
ORTHOMCL11399	
ORTHOMCL11400	
ORTHOMCL11401	
ORTHOMCL11402	
ORTHOMCL11403	
ORTHOMCL11404	
ORTHOMCL11405	
ORTHOMCL11407	
ORTHOMCL11408	
ORTHOMCL1141	 -1753.143594
ORTHOMCL11410	
ORTHOMCL11412	
ORTHOMCL11413	
ORTHOMCL11414	
ORTHOMCL11415	
ORTHOMCL11416	
ORTHOMCL11417	
ORTHOMCL11418	
ORTHOMCL1142	 -5370.132060
ORTHOMCL11420	
ORTHOMCL11421	
ORTHOMCL11422	
ORTHOMCL11424	
ORTHOMCL11427	
ORTHOMCL11428	
ORTHOMCL11429	
ORTHOMCL11431	
ORTHOMCL11432	
ORTHOMCL11433	
ORTHOMCL11434	
ORTHOMCL11435	
ORTHOMCL11436	
ORTHOMCL11437	
ORTHOMCL11438	
ORTHOMCL11439	
ORTHOMCL11440	
ORTHOMCL11441	
ORTHOMCL11442	
ORTHOMCL11443	
ORTHOMCL11444	
ORTHOMCL11445	
ORTHOMCL11446	
ORTHOMCL11447	
ORTHOMCL11448	
ORTHOMCL11449	
ORTHOMCL11451	
ORTHOMCL11452	
ORTHOMCL11453	
ORTHOMCL11454	
ORTHOMCL11455	
ORTHOMCL11456	
ORTHOMCL11457	
ORTHOMCL11458	
ORTHOMCL11459	
ORTHOMCL1146	
ORTHOMCL11460	
ORTHOMCL11461	
ORTHOMCL11462	
ORTHOMCL11464	
ORTHOMCL11465	
ORTHOMCL11466	
ORTHOMCL11467	
ORTHOMCL11468	
ORTHOMCL11469	
ORTHOMCL1147	
ORTHOMCL11470	
ORTHOMCL11471	
ORTHOMCL11472	
ORTHOMCL11473	
ORTHOMCL11475	
ORTHOMCL11476	
ORTHOMCL11477	
ORTHOMCL11478	
ORTHOMCL11479	
ORTHOMCL11481	
ORTHOMCL11483	
ORTHOMCL11484	
ORTHOMCL11485	
ORTHOMCL11487	
ORTHOMCL11488	
ORTHOMCL11489	
ORTHOMCL1149	 -3151.302461
ORTHOMCL11490	
ORTHOMCL11491	
ORTHOMCL11492	
ORTHOMCL11493	
ORTHOMCL11494	
ORTHOMCL11495	
ORTHOMCL11496	
ORTHOMCL11497	
ORTHOMCL11498	
ORTHOMCL11499	
ORTHOMCL11500	
ORTHOMCL11501	
ORTHOMCL11502	
ORTHOMCL11503	
ORTHOMCL11504	
ORTHOMCL11505	
ORTHOMCL11506	
ORTHOMCL11507	
ORTHOMCL11508	
ORTHOMCL11509	
ORTHOMCL11510	
ORTHOMCL11511	
ORTHOMCL11512	
ORTHOMCL11513	
ORTHOMCL11514	  -368.448663
ORTHOMCL11515	
ORTHOMCL11516	
ORTHOMCL11517	
ORTHOMCL11518	
ORTHOMCL11519	
ORTHOMCL1152	 -5794.451302
ORTHOMCL11520	
ORTHOMCL11522	
ORTHOMCL11523	
ORTHOMCL11524	
ORTHOMCL11525	
ORTHOMCL11526	
ORTHOMCL11527	
ORTHOMCL11528	
ORTHOMCL11529	
ORTHOMCL1153	 -2179.545122
ORTHOMCL11530	
ORTHOMCL11531	
ORTHOMCL11532	
ORTHOMCL11533	
ORTHOMCL11534	
ORTHOMCL11535	
ORTHOMCL11536	
ORTHOMCL11537	
ORTHOMCL11538	
ORTHOMCL11539	
ORTHOMCL1154	 -1128.725312
ORTHOMCL11540	
ORTHOMCL11542	
ORTHOMCL11543	
ORTHOMCL11544	
ORTHOMCL11545	
ORTHOMCL11546	
ORTHOMCL11547	
ORTHOMCL11548	
ORTHOMCL11549	
ORTHOMCL1155	 -5710.095756
ORTHOMCL11550	
ORTHOMCL11551	
ORTHOMCL11552	
ORTHOMCL11553	
ORTHOMCL11554	
ORTHOMCL11555	
ORTHOMCL11556	
ORTHOMCL11557	
ORTHOMCL11558	
ORTHOMCL11559	
ORTHOMCL11560	
ORTHOMCL11561	
ORTHOMCL11562	
ORTHOMCL11563	
ORTHOMCL11564	
ORTHOMCL11565	
ORTHOMCL11566	
ORTHOMCL11567	
ORTHOMCL11568	
ORTHOMCL11569	
ORTHOMCL1157	 -4555.397703
ORTHOMCL11570	
ORTHOMCL11572	
ORTHOMCL11573	
ORTHOMCL11574	
ORTHOMCL11575	
ORTHOMCL11576	  -873.537750
ORTHOMCL11577	
ORTHOMCL11578	
ORTHOMCL11579	
ORTHOMCL1158	 -4885.772980
ORTHOMCL11580	
ORTHOMCL11581	
ORTHOMCL11582	
ORTHOMCL11583	
ORTHOMCL11584	
ORTHOMCL11585	
ORTHOMCL11586	
ORTHOMCL11587	
ORTHOMCL11588	
ORTHOMCL11589	
ORTHOMCL11590	
ORTHOMCL11591	
ORTHOMCL11592	
ORTHOMCL11593	
ORTHOMCL11594	
ORTHOMCL11596	
ORTHOMCL11597	
ORTHOMCL11598	
ORTHOMCL11599	
ORTHOMCL11600	
ORTHOMCL11601	
ORTHOMCL11602	
ORTHOMCL11603	
ORTHOMCL11604	
ORTHOMCL11605	
ORTHOMCL11606	
ORTHOMCL11607	
ORTHOMCL11609	
ORTHOMCL1161	 -5806.135387
ORTHOMCL11610	
ORTHOMCL11611	
ORTHOMCL11612	
ORTHOMCL11614	 -1138.964496
ORTHOMCL11615	
ORTHOMCL11616	
ORTHOMCL11617	
ORTHOMCL11618	
ORTHOMCL11619	
ORTHOMCL1162	 -1467.665400
ORTHOMCL11620	
ORTHOMCL11621	
ORTHOMCL11622	
ORTHOMCL11623	
ORTHOMCL11624	
ORTHOMCL11625	
ORTHOMCL11626	
ORTHOMCL11627	
ORTHOMCL11629	
ORTHOMCL1163	
ORTHOMCL11630	
ORTHOMCL11631	
ORTHOMCL11632	
ORTHOMCL11634	
ORTHOMCL11636	
ORTHOMCL11637	
ORTHOMCL11638	
ORTHOMCL11639	
ORTHOMCL1164	
ORTHOMCL11640	
ORTHOMCL11641	
ORTHOMCL11643	
ORTHOMCL11644	
ORTHOMCL11645	
ORTHOMCL11646	
ORTHOMCL11647	
ORTHOMCL11648	
ORTHOMCL11649	
ORTHOMCL1165	 -2712.910769
ORTHOMCL11650	
ORTHOMCL11651	
ORTHOMCL11652	
ORTHOMCL11653	
ORTHOMCL11654	
ORTHOMCL11655	
ORTHOMCL11658	
ORTHOMCL11659	
ORTHOMCL1166	
ORTHOMCL11660	
ORTHOMCL11661	
ORTHOMCL11662	
ORTHOMCL11663	
ORTHOMCL11664	
ORTHOMCL11665	
ORTHOMCL11666	
ORTHOMCL11667	
ORTHOMCL11668	
ORTHOMCL11669	
ORTHOMCL11670	
ORTHOMCL11671	
ORTHOMCL11672	
ORTHOMCL11673	
ORTHOMCL11674	
ORTHOMCL11675	
ORTHOMCL11676	
ORTHOMCL11677	
ORTHOMCL11678	
ORTHOMCL11679	
ORTHOMCL11680	
ORTHOMCL11681	
ORTHOMCL11682	
ORTHOMCL11683	
ORTHOMCL11684	
ORTHOMCL11685	
ORTHOMCL11686	
ORTHOMCL11687	
ORTHOMCL11688	
ORTHOMCL11689	
ORTHOMCL11690	
ORTHOMCL11691	
ORTHOMCL11692	
ORTHOMCL11694	
ORTHOMCL11695	
ORTHOMCL11696	
ORTHOMCL11697	
ORTHOMCL11698	
ORTHOMCL11699	
ORTHOMCL1170	 -3471.551084
ORTHOMCL11700	
ORTHOMCL11701	
ORTHOMCL11702	
ORTHOMCL11703	
ORTHOMCL11704	
ORTHOMCL11705	
ORTHOMCL11706	
ORTHOMCL11707	
ORTHOMCL11708	
ORTHOMCL11709	
ORTHOMCL1171	 -2807.481109
ORTHOMCL11710	
ORTHOMCL11711	
ORTHOMCL11712	
ORTHOMCL11713	
ORTHOMCL11714	
ORTHOMCL11715	
ORTHOMCL11716	
ORTHOMCL11717	
ORTHOMCL11718	
ORTHOMCL11719	
ORTHOMCL1172	 -3523.123842
ORTHOMCL11720	
ORTHOMCL11721	
ORTHOMCL11722	
ORTHOMCL11723	
ORTHOMCL11724	
ORTHOMCL11725	
ORTHOMCL11726	
ORTHOMCL11727	
ORTHOMCL11728	
ORTHOMCL11729	
ORTHOMCL1173	 -1280.466272
ORTHOMCL11731	
ORTHOMCL11732	
ORTHOMCL11733	
ORTHOMCL11734	
ORTHOMCL11735	
ORTHOMCL11736	
ORTHOMCL11737	
ORTHOMCL11738	
ORTHOMCL11739	
ORTHOMCL11740	
ORTHOMCL11741	
ORTHOMCL11742	
ORTHOMCL11743	
ORTHOMCL11744	
ORTHOMCL11745	
ORTHOMCL11746	
ORTHOMCL11747	
ORTHOMCL11748	
ORTHOMCL11749	
ORTHOMCL1175	 -2730.935932
ORTHOMCL11750	
ORTHOMCL11751	
ORTHOMCL11752	
ORTHOMCL11753	
ORTHOMCL11754	
ORTHOMCL11755	
ORTHOMCL11756	
ORTHOMCL11758	
ORTHOMCL11759	
ORTHOMCL1176	 -2141.944462
ORTHOMCL11760	
ORTHOMCL11761	
ORTHOMCL11762	
ORTHOMCL11763	
ORTHOMCL11764	
ORTHOMCL11765	
ORTHOMCL11766	
ORTHOMCL11767	
ORTHOMCL11768	
ORTHOMCL11769	
ORTHOMCL1177	 -1456.665427
ORTHOMCL11770	
ORTHOMCL11771	
ORTHOMCL11772	
ORTHOMCL11773	
ORTHOMCL11774	
ORTHOMCL11775	
ORTHOMCL11776	
ORTHOMCL11777	
ORTHOMCL11778	
ORTHOMCL11779	
ORTHOMCL1178	 -2325.778417
ORTHOMCL11780	  -765.263433
ORTHOMCL11781	
ORTHOMCL11782	
ORTHOMCL11783	
ORTHOMCL11784	
ORTHOMCL11785	
ORTHOMCL11786	
ORTHOMCL11787	
ORTHOMCL11788	
ORTHOMCL11789	
ORTHOMCL1179	
ORTHOMCL11790	
ORTHOMCL11791	
ORTHOMCL11792	
ORTHOMCL11793	
ORTHOMCL11794	
ORTHOMCL11795	 -3834.988499
ORTHOMCL11796	
ORTHOMCL11797	
ORTHOMCL11798	
ORTHOMCL1180	 -1854.339447
ORTHOMCL11800	
ORTHOMCL11801	
ORTHOMCL11802	
ORTHOMCL11803	
ORTHOMCL11804	
ORTHOMCL11805	
ORTHOMCL11806	
ORTHOMCL11807	
ORTHOMCL11808	
ORTHOMCL11809	
ORTHOMCL11810	
ORTHOMCL11811	
ORTHOMCL11812	
ORTHOMCL11813	
ORTHOMCL11814	
ORTHOMCL11815	
ORTHOMCL11816	
ORTHOMCL11817	
ORTHOMCL11818	
ORTHOMCL11819	
ORTHOMCL11820	
