ID	lnL0	lnL1
ORTHOMCL3642	 -2253.297661	 -2253.301616
ORTHOMCL4312	 -2494.924128	 -2496.386310
ORTHOMCL3379	 -1111.445820	 -1111.856973
ORTHOMCL4822	 -6890.698640	 -6893.657953
ORTHOMCL4237	 -2835.433273	 -2836.287779
ORTHOMCL5030	 -6850.103652	 -6851.840598
ORTHOMCL4051	 -6573.012688	 -6579.031153
ORTHOMCL4861	 -3972.955108	 -3975.060535
ORTHOMCL3892	 -3012.982432	 -3016.719067
ORTHOMCL3394	 -3358.648507	 -3367.720128
ORTHOMCL4015	 -2379.751029	 -2380.119105
ORTHOMCL4189	 -3776.426533	 -3776.694507
ORTHOMCL3280	 -2172.244882	 -2172.476058
ORTHOMCL3430	 -2859.061960	 -2863.575592
ORTHOMCL3858	 -1215.518170	 -1216.351674
ORTHOMCL4490	 -1843.466775	 -1844.384708
ORTHOMCL4065	 -2458.700531	 -2458.821677
ORTHOMCL4603	 -4119.880665	 -4122.435975
ORTHOMCL4580	 -6010.622417	 -6012.415872
ORTHOMCL4537	 -3155.160427	 -3156.892735
ORTHOMCL4707	 -1754.847837	 -1755.190755
ORTHOMCL3244	 -5013.370267	 -5014.230768
ORTHOMCL4695	 -3459.145675	 -3464.850401
ORTHOMCL3376	 -1349.311040	 -1354.981127
ORTHOMCL4205	 -2741.750026	 -2744.504513
ORTHOMCL4487	 -1386.707422	 -1387.424046
ORTHOMCL4013	 -3803.517317	 -3803.517317
ORTHOMCL5009	 -10707.877146	 -10710.009714
ORTHOMCL4980	 -1379.141328	 -1379.376709
ORTHOMCL4469	 -12618.307106	 -12620.306045
ORTHOMCL4007	 -2991.297873	 -2996.607975
ORTHOMCL4556	 -1600.440224	 -1601.735798
ORTHOMCL4214	   -12.716974	   -12.627766
ORTHOMCL4676	 -3879.500470	 -3879.677019
ORTHOMCL3620	 -2852.976578	 -2854.408077
ORTHOMCL3471	 -3081.130536	 -3081.460368
ORTHOMCL4224	 -3220.969449	 -3228.921278
ORTHOMCL4712	 -9754.785388	 -9757.572282
ORTHOMCL3774	 -3419.475674	 -3420.163339
ORTHOMCL4442	 -1986.462795	 -1986.825992
ORTHOMCL3792	 -3403.134638	 -3403.242614
ORTHOMCL3322	 -3423.647325	 -3424.155289
ORTHOMCL3294	 -4580.857903	 -4583.730628
ORTHOMCL3986	 -9937.106245	 -9939.514459
ORTHOMCL3738	 -1736.208596	 -1736.401747
ORTHOMCL4235	 -2074.596049	 -2074.608257
ORTHOMCL4173	 -1481.117527	 -1482.682530
ORTHOMCL4284	  -634.950197	  -634.953571
ORTHOMCL4179	 -7466.952613	 -7472.529767
ORTHOMCL4077	 -7392.729923	 -7399.388789
ORTHOMCL3834	 -4004.479142	 -4005.614557
ORTHOMCL3449	 -6194.780867	 -6196.134215
ORTHOMCL3699	 -1421.064250	 -1421.071591
ORTHOMCL4926	 -2001.053503	 -2001.478519
ORTHOMCL4288	 -3404.674154	 -3406.017481
ORTHOMCL4790	 -7865.577876	 -7874.275659
ORTHOMCL3747	 -3504.743411	 -3505.992343
ORTHOMCL3234	 -1718.486798	 -1721.597975
ORTHOMCL4976	 -4471.363683	 -4478.258314
ORTHOMCL4812	 -1431.937644	 -1432.026547
ORTHOMCL4481	 -6498.758589	 -6499.520531
ORTHOMCL3730	 -3343.234522	 -3344.332707
ORTHOMCL4638	 -8010.314164	 -8014.924893
ORTHOMCL4785	 -9745.905305	 -9749.050762
ORTHOMCL3772	  -833.729805	  -833.835564
ORTHOMCL3579	 -2973.603584	 -2973.817764
ORTHOMCL4590	 -3203.438837	 -3204.454751
ORTHOMCL3999	  -787.949367	  -787.920773
ORTHOMCL4311	 -3119.984348	 -3127.449173
ORTHOMCL4519	 -2378.752578	 -2379.383754
ORTHOMCL3227	 -2928.705081	 -2930.729661
ORTHOMCL4974	 -3159.246840	 -3159.693278
ORTHOMCL3496	 -2104.068238	 -2104.408603
ORTHOMCL3852	 -2385.233743	 -2389.399366
ORTHOMCL4260	 -7276.964994	 -7277.492181
ORTHOMCL4955	 -5455.259783	 -5460.822870
ORTHOMCL4431	 -4508.209820	 -4508.529530
ORTHOMCL3760	 -3006.537743	 -3007.304042
ORTHOMCL3893	 -10446.710733	 -10457.057382
ORTHOMCL4157	 -6395.333978	 -6398.506718
ORTHOMCL3771	 -2474.229468	 -2476.518712
ORTHOMCL4356	 -7143.418493	 -7144.688898
ORTHOMCL3627	 -2646.568067	 -2646.934678
ORTHOMCL3727	 -3680.605767	 -3685.118307
ORTHOMCL4665	 -1486.046417	 -1486.063163
ORTHOMCL4817	 -1585.967822	 -1587.684053
ORTHOMCL3409	  -750.109917	  -750.112960
ORTHOMCL4355	 -2549.666621	 -2550.012883
ORTHOMCL3251	 -3943.279031	 -3946.775709
ORTHOMCL3497	 -3673.389892	 -3681.054424
ORTHOMCL3900	 -4928.481614	 -4929.744520
ORTHOMCL3469	 -1953.436714	 -1953.868844
ORTHOMCL4062	 -7819.192463	 -7819.765637
ORTHOMCL3548	 -7337.569154	 -7340.595578
ORTHOMCL4570	 -10068.850939	 -10082.958372
ORTHOMCL3765	 -2294.467906	 -2295.439902
ORTHOMCL4575	 -1781.906881	 -1782.024877
ORTHOMCL4419	 -4708.317461	 -4708.529057
ORTHOMCL3692	 -1176.934816	 -1177.022337
ORTHOMCL4045	 -2325.960729	 -2326.036168
ORTHOMCL4856	 -2856.396598	 -2858.176326
ORTHOMCL3740	 -1771.457856	 -1771.754942
ORTHOMCL4929	 -4399.581100	 -4400.424063
ORTHOMCL4126	 -5769.953778	 -5770.499868
ORTHOMCL4901	 -7992.692596	 -7992.927962
ORTHOMCL4450	 -3601.496571	 -3602.412049
ORTHOMCL4162	 -1832.053781	 -1832.573407
ORTHOMCL4673	 -3114.412763	 -3114.624542
ORTHOMCL4946	 -3298.309583	 -3299.646995
ORTHOMCL4151	 -5081.367201	 -5081.782875
ORTHOMCL4080	 -2286.093959	 -2288.829230
ORTHOMCL4449	 -3692.512528	 -3694.172494
ORTHOMCL4023	 -1671.594650	 -1671.593143
ORTHOMCL3723	 -3034.506961	 -3037.005272
ORTHOMCL4733	 -2957.249319	 -2958.158114
ORTHOMCL4146	 -2933.485151	 -2936.254877
ORTHOMCL4680	 -3806.818426	 -3813.526537
ORTHOMCL3358	 -2096.834071	 -2101.600272
ORTHOMCL3464	 -8815.982561	 -8818.513908
ORTHOMCL4467	 -2972.681872	 -2975.186285
ORTHOMCL4639	  -875.132615	  -875.132615
ORTHOMCL3347	  -800.183718	  -800.183717
ORTHOMCL4408	  -248.459402	  -248.613031
ORTHOMCL4297	 -4144.761270	 -4146.670708
ORTHOMCL3389	 -2564.447156	 -2564.629325
ORTHOMCL4820	 -3975.148154	 -3976.720173
ORTHOMCL4988	 -4314.094989	 -4316.955479
ORTHOMCL4093	 -1403.132937	 -1403.155872
ORTHOMCL3292	 -3756.028856	 -3759.855145
ORTHOMCL3739	 -8295.686655	 -8296.552555
ORTHOMCL4318	 -3356.980801	 -3357.551127
ORTHOMCL3691	 -1955.871250	 -1956.244171
ORTHOMCL4115	 -5687.666059	 -5689.444878
ORTHOMCL4381	 -3241.513964	 -3241.974952
ORTHOMCL4984	 -3625.801102	 -3627.412139
ORTHOMCL3447	 -1879.790555	 -1879.922122
ORTHOMCL3597	 -3579.467956	 -3582.104702
ORTHOMCL4203	  -424.921472	  -431.704671
ORTHOMCL4706	 -3693.527958	 -3694.099862
ORTHOMCL4710	 -7072.740791	 -7077.440953
ORTHOMCL3661	 -3901.866654	 -3902.212731
ORTHOMCL3538	 -5392.067556	 -5392.172856
ORTHOMCL4843	 -4192.368601	 -4198.394879
ORTHOMCL5036	 -2717.516686	 -2717.519837
ORTHOMCL4778	 -5111.474718	 -5116.437736
ORTHOMCL3592	 -3432.514063	 -3432.995554
ORTHOMCL3408	 -8202.799282	 -8204.592952
ORTHOMCL4724	 -1490.083848	 -1489.664984
ORTHOMCL4508	 -1269.719413	 -1269.719460
ORTHOMCL3309	 -2802.408203	 -2808.248852
ORTHOMCL4544	 -3537.975336	 -3542.798778
ORTHOMCL3232	 -2969.993176	 -2970.645339
ORTHOMCL4443	 -1795.693372	 -1796.110590
ORTHOMCL4267	 -7649.140891	 -7652.584183
ORTHOMCL3285	  -905.004831	  -905.027513
ORTHOMCL3466	 -4512.141769	 -4512.476065
ORTHOMCL3384	 -3846.328134	 -3847.756569
ORTHOMCL4729	 -2763.043153	 -2763.357602
ORTHOMCL4395	 -5233.072512	 -5233.361469
ORTHOMCL4583	 -4576.278914	 -4576.455992
ORTHOMCL4941	 -2184.965588	 -2187.021128
ORTHOMCL4002	 -1517.742267	 -1521.189037
ORTHOMCL3780	 -7106.518613	 -7114.066147
ORTHOMCL4455	 -3005.602440	 -3006.971102
ORTHOMCL4592	 -5877.173764	 -5880.926681
ORTHOMCL4866	 -6841.340700	 -6842.455002
ORTHOMCL3750	  -969.355169	  -969.680684
ORTHOMCL4377	 -1600.158811	 -1600.392016
ORTHOMCL4771	 -1971.988452	 -1976.221170
ORTHOMCL4609	 -2145.753769	 -2148.851611
ORTHOMCL3494	 -4237.192696	 -4237.760415
ORTHOMCL5041	 -2165.641828	 -2166.325849
ORTHOMCL4462	 -4947.734722	 -4950.281288
ORTHOMCL4684	 -5442.393676	 -5442.413978
ORTHOMCL3965	 -2815.909464	 -2818.268398
ORTHOMCL3906	  -992.061955	  -992.137263
ORTHOMCL3590	 -6380.114834	 -6388.310949
ORTHOMCL3907	 -1638.682997	 -1639.400222
ORTHOMCL3927	 -1639.872017	 -1640.101158
ORTHOMCL3649	 -1863.795944	 -1863.788752
ORTHOMCL3860	 -3384.937342	 -3386.528540
ORTHOMCL4813	 -2371.238421	 -2372.805333
ORTHOMCL5031	 -5187.741748	 -5189.246213
ORTHOMCL3500	 -2248.509625	 -2249.412213
ORTHOMCL3265	 -1212.090364	 -1212.540910
ORTHOMCL4488	 -2854.503222	 -2859.606122
ORTHOMCL3260	 -1436.734395	 -1436.734395
ORTHOMCL4653	 -1317.294103	 -1317.424477
ORTHOMCL4862	 -2869.198637	 -2871.682523
ORTHOMCL3462	 -2218.384965	 -2218.693390
ORTHOMCL4918	  -893.039116	  -894.151524
ORTHOMCL4930	 -1718.072818	 -1718.549187
ORTHOMCL4727	 -2608.339068	 -2608.836176
ORTHOMCL3944	 -1924.381381	 -1924.758450
ORTHOMCL4281	 -23821.950344	 -23829.722117
ORTHOMCL3972	 -1478.183284	 -1478.778802
ORTHOMCL4515	 -2296.314592	 -2299.869281
ORTHOMCL4362	  -732.999704	  -736.425687
ORTHOMCL3677	 -12292.506932	 -12298.546340
ORTHOMCL4640	  -733.105594	  -733.373060
ORTHOMCL4568	 -2325.198205	 -2325.198163
ORTHOMCL3707	 -1299.806221	 -1302.382900
ORTHOMCL4346	 -5980.842146	 -5983.746148
ORTHOMCL4878	 -1301.078304	 -1304.850345
ORTHOMCL3911	 -3164.323431	 -3164.770881
ORTHOMCL4915	 -4397.624112	 -4398.590770
ORTHOMCL3795	 -1347.937434	 -1348.271182
ORTHOMCL4229	 -1578.405634	 -1578.727677
ORTHOMCL5010	 -5618.882689	 -5622.458474
ORTHOMCL3648	  -863.743379	  -864.185503
ORTHOMCL3863	 -3409.054508	 -3411.411390
ORTHOMCL3686	 -2129.016625	 -2129.162976
ORTHOMCL3697	  -930.871621	  -931.287832
ORTHOMCL3353	 -2361.445954	 -2362.029473
ORTHOMCL4836	 -3819.051461	 -3821.871765
ORTHOMCL4682	 -1187.841808	 -1188.232221
ORTHOMCL3872	 -2949.099169	 -2950.169563
ORTHOMCL4718	 -2019.163611	 -2019.359400
ORTHOMCL4674	 -4061.282423	 -4065.229530
ORTHOMCL4118	 -4870.877423	 -4870.877432
ORTHOMCL4738	 -1164.475197	 -1164.783594
ORTHOMCL3728	 -2911.584042	 -2912.353263
ORTHOMCL4261	 -2954.900077	 -2955.041794
ORTHOMCL4405	 -7124.398375	 -7133.397715
ORTHOMCL4479	 -2562.637763	 -2567.805393
ORTHOMCL3424	 -1373.285990	 -1374.247521
ORTHOMCL3463	 -2227.794670	 -2228.409053
ORTHOMCL4043	 -1197.167402	 -1197.170635
ORTHOMCL4885	 -1077.363794	 -1078.839469
ORTHOMCL3989	  -921.399184	  -922.102346
ORTHOMCL4708	 -5000.069565	 -5000.513942
ORTHOMCL4611	 -4652.838586	 -4654.593230
ORTHOMCL4101	 -5542.531942	 -5544.082199
ORTHOMCL5024	  -297.135306	  -297.135294
ORTHOMCL3788	 -6622.414825	 -6622.872427
ORTHOMCL4506	 -5166.094921	 -5167.571983
ORTHOMCL4106	 -2937.179090	 -2938.154198
ORTHOMCL3822	 -13264.855734	 -13265.526258
ORTHOMCL3571	 -3902.702284	 -3903.917426
ORTHOMCL3855	 -1077.253885	 -1077.361768
ORTHOMCL3546	 -4252.292855	 -4253.801567
ORTHOMCL3920	 -1721.477873	 -1721.938249
ORTHOMCL3391	 -2599.892068	 -2600.890283
ORTHOMCL3804	 -3558.159436	 -3562.118184
ORTHOMCL4705	 -4570.674054	 -4580.421702
ORTHOMCL3214	 -12834.129877	 -12838.265541
ORTHOMCL4891	 -5986.703604	 -5991.917712
ORTHOMCL3680	 -1517.448990	 -1518.885964
ORTHOMCL4198	 -13947.751780	 -13953.033722
ORTHOMCL4572	 -3949.932816	 -3953.976117
ORTHOMCL4140	 -4923.657799	 -4921.350341
ORTHOMCL4996	 -1837.665722	 -1839.164787
ORTHOMCL4543	 -4173.352824	 -4174.958591
ORTHOMCL4747	 -5366.036102	 -5372.617123
ORTHOMCL4814	 -2670.926521	 -2674.948089
ORTHOMCL3839	 -4625.033708	 -4626.207918
ORTHOMCL4460	  -259.017543	  -259.017523
ORTHOMCL3710	 -18832.664685	 -18842.399883
ORTHOMCL4788	 -11733.679340	 -11741.197174
ORTHOMCL4425	 -3556.469920	 -3559.082681
ORTHOMCL4975	 -1457.691618	 -1458.167968
ORTHOMCL4222	 -2322.424278	 -2323.273184
ORTHOMCL4887	 -6663.847312	 -6665.976829
ORTHOMCL4803	 -1592.735445	 -1597.705034
ORTHOMCL4702	 -3991.733442	 -3994.272167
ORTHOMCL3626	  -539.941215	  -540.737614
ORTHOMCL3776	 -4125.156949	 -4131.058736
ORTHOMCL4529	 -2493.119827	 -2493.170540
ORTHOMCL3480	 -4233.901292	 -4234.314355
ORTHOMCL3915	 -3509.666164	 -3510.046519
ORTHOMCL4352	  -370.457153	  -373.530175
ORTHOMCL4650	  -901.639638	  -901.639630
ORTHOMCL4886	 -2831.039811	 -2831.269819
ORTHOMCL4206	 -4638.661227	 -4638.990360
ORTHOMCL4193	 -5307.426013	 -5308.840543
ORTHOMCL3790	 -1090.687620	 -1091.346234
ORTHOMCL4769	 -5347.209621	 -5347.862988
ORTHOMCL4723	 -2037.223258	 -2037.242648
ORTHOMCL3685	 -2600.803678	 -2602.520629
ORTHOMCL4566	   -12.906718	   -12.906718
ORTHOMCL4423	 -5615.296469	 -5618.900243
ORTHOMCL3744	 -8334.738445	 -8337.050179
ORTHOMCL3625	 -2802.612533	 -2802.645908
ORTHOMCL4759	 -2924.854988	 -2927.928442
ORTHOMCL3247	 -2247.523639	 -2244.063801
ORTHOMCL4042	 -1100.001087	 -1103.455219
ORTHOMCL4407	 -3904.753032	 -3906.069329
ORTHOMCL5012	 -5589.232924	 -5595.166631
ORTHOMCL3510	 -3688.324893	 -3689.680256
ORTHOMCL4731	 -4160.186462	 -4163.638242
ORTHOMCL3689	 -5599.105005	 -5608.456178
ORTHOMCL3976	 -6728.590832	 -6730.091886
ORTHOMCL3623	 -2027.268000	 -2027.851046
ORTHOMCL3869	 -5732.069002	 -5735.102788
ORTHOMCL4219	  -717.377041	  -719.025871
ORTHOMCL3307	 -4062.680530	 -4064.430498
ORTHOMCL3847	 -4056.029653	 -4057.001763
ORTHOMCL3448	 -2476.844932	 -2476.915660
ORTHOMCL3943	 -4283.365522	 -4285.966094
ORTHOMCL4446	 -1385.698533	 -1386.026609
ORTHOMCL4344	 -3555.878029	 -3558.610411
ORTHOMCL4270	 -1093.056191	 -1100.729143
ORTHOMCL4717	 -2620.054497	 -2621.594259
ORTHOMCL4001	 -1070.396069	 -1072.880822
ORTHOMCL4135	 -4458.138800	 -4460.543450
ORTHOMCL3871	 -6479.386511	 -6486.642268
ORTHOMCL4760	 -1745.795689	 -1746.747829
ORTHOMCL4130	 -5201.089433	 -5209.929506
ORTHOMCL5025	 -2519.245390	 -2520.134193
ORTHOMCL3816	 -5346.262561	 -5348.766837
ORTHOMCL4607	 -2914.518161	 -2916.648768
ORTHOMCL4514	 -1808.112138	 -1808.571206
ORTHOMCL3264	 -3159.981489	 -3160.147546
ORTHOMCL4259	  -487.459557	  -490.927369
ORTHOMCL4223	 -2595.557971	 -2598.277380
ORTHOMCL3256	 -3737.902979	 -3737.902979
ORTHOMCL4070	 -2330.153055	 -2331.072457
ORTHOMCL4426	 -4816.324486	 -4828.191550
ORTHOMCL3512	 -6808.789032	 -6809.634592
ORTHOMCL4679	 -6252.678517	 -6256.408918
ORTHOMCL3436	 -2578.758958	 -2580.696379
ORTHOMCL3951	 -5643.427121	 -5644.365677
ORTHOMCL3898	 -2168.950454	 -2169.148623
ORTHOMCL3891	 -5780.733271	 -5785.487404
ORTHOMCL4056	 -4256.501260	 -4262.969631
ORTHOMCL4084	 -3154.997291	 -3155.627004
ORTHOMCL4398	 -3375.412311	 -3379.490721
ORTHOMCL4160	 -2211.182452	 -2212.433180
ORTHOMCL3351	 -1238.812352	 -1238.812352
ORTHOMCL3587	  -739.361879	  -739.361936
ORTHOMCL3338	 -1505.630323	 -1507.658344
ORTHOMCL4582	 -3140.266494	 -3150.136458
ORTHOMCL3297	 -5978.188613	 -5978.956794
ORTHOMCL3905	 -10535.276265	 -10535.734040
ORTHOMCL3451	 -5842.213141	 -5842.655322
ORTHOMCL4677	 -3504.472747	 -3504.570781
ORTHOMCL4451	 -3831.504023	 -3832.798212
ORTHOMCL4088	 -1223.890927	 -1223.958265
ORTHOMCL4628	  -878.701174	  -878.701174
ORTHOMCL4276	 -3943.003459	 -3948.250782
ORTHOMCL4965	 -4448.088278	 -4449.442156
ORTHOMCL4087	 -3804.083909	 -3804.641052
ORTHOMCL4348	  -850.188248	  -843.817208
ORTHOMCL4020	 -1316.845881	 -1319.456541
ORTHOMCL3674	 -2069.441067	 -2070.029222
ORTHOMCL4116	  -392.759240	  -392.927444
ORTHOMCL4174	 -2158.988593	 -2159.322513
ORTHOMCL4761	 -2420.890905	 -2423.974045
ORTHOMCL4744	 -2334.306763	 -2334.361141
ORTHOMCL5039	 -2016.244739	 -2016.405295
ORTHOMCL3568	 -5538.000944	 -5541.085590
ORTHOMCL3346	 -1296.641839	 -1296.822006
ORTHOMCL4220	 -1707.928029	 -1708.363809
ORTHOMCL4159	 -4377.699533	 -4378.288202
ORTHOMCL4165	 -1378.569032	 -1380.449276
ORTHOMCL3921	 -4499.968322	 -4504.247856
ORTHOMCL4380	 -4848.598604	 -4848.598604
ORTHOMCL4133	 -2353.943809	 -2353.943809
ORTHOMCL3690	 -2592.813077	 -2595.382571
ORTHOMCL3402	 -1398.631511	 -1399.173054
ORTHOMCL3711	 -5126.742824	 -5120.755886
ORTHOMCL4183	 -3535.998427	 -3541.187239
ORTHOMCL4954	 -5044.369632	 -5052.046868
ORTHOMCL4770	  -623.429717	  -624.475208
ORTHOMCL4168	 -2308.621489	 -2308.641985
ORTHOMCL4869	 -5988.323743	 -5992.405238
ORTHOMCL4925	 -4893.886416	 -4896.248405
ORTHOMCL3498	 -3032.879894	 -3035.529133
ORTHOMCL4199	 -3396.230001	 -3396.731259
ORTHOMCL4483	 -2004.762489	 -2004.762457
ORTHOMCL4871	 -3734.998268	 -3742.641497
ORTHOMCL3912	  -573.247951	  -573.261874
ORTHOMCL4332	 -1789.074738	 -1791.106831
ORTHOMCL3998	 -3039.852509	 -3040.261518
ORTHOMCL3763	 -5735.394599	 -5737.933018
ORTHOMCL4561	  -739.229294	  -740.319801
ORTHOMCL4298	  -353.675582	  -353.675657
ORTHOMCL3415	 -4079.958134	 -4081.923607
ORTHOMCL5028	 -9163.026012	 -9163.330415
ORTHOMCL3537	 -1385.128900	 -1385.609332
ORTHOMCL4838	 -4037.920367	 -4039.722026
ORTHOMCL4664	 -12785.230784	 -12788.231910
ORTHOMCL4826	 -1328.889988	 -1329.160442
ORTHOMCL4028	 -3095.799899	 -3096.402252
ORTHOMCL4096	 -8194.306102	 -8196.159943
ORTHOMCL4991	 -10252.335763	 -10256.846546
ORTHOMCL3560	  -916.066366	  -916.658988
ORTHOMCL4617	 -1677.240473	 -1678.035902
ORTHOMCL3645	 -3090.773931	 -3095.063260
ORTHOMCL4736	 -6406.521027	 -6406.871860
ORTHOMCL3964	 -6922.911459	 -6913.935688
ORTHOMCL5038	 -1953.833127	 -1954.429748
ORTHOMCL3977	 -2834.876942	 -2833.792699
ORTHOMCL4897	 -5200.074006	 -5200.302389
ORTHOMCL3363	 -7103.222545	 -7106.379665
ORTHOMCL3850	 -7167.986821	 -7170.110243
ORTHOMCL4360	 -2245.771042	 -2246.305399
ORTHOMCL3474	 -4502.938954	 -4506.084109
ORTHOMCL4573	 -1148.148253	 -1148.136694
ORTHOMCL4694	 -4688.267686	 -4691.870869
ORTHOMCL3487	 -1898.483623	 -1899.556895
ORTHOMCL4055	 -1498.645236	 -1498.937539
ORTHOMCL4892	 -1980.860516	 -1986.841873
ORTHOMCL4880	 -4510.386964	 -4513.090428
ORTHOMCL3865	 -7354.219534	 -7354.427121
ORTHOMCL4339	 -2213.974124	 -2215.795466
ORTHOMCL4017	 -6936.865581	 -6938.838250
ORTHOMCL3528	 -3685.017741	 -3686.421891
ORTHOMCL4687	 -3374.080134	 -3374.653536
ORTHOMCL4741	 -2236.674797	 -2236.674797
ORTHOMCL3485	 -7364.673089	 -7366.240811
ORTHOMCL5029	 -5565.907480	 -5568.029248
ORTHOMCL3272	 -1977.068582	 -1978.933832
ORTHOMCL4558	 -1720.557771	 -1720.780914
ORTHOMCL3801	 -2068.472923	 -2069.767038
ORTHOMCL3301	 -1492.461783	 -1496.027458
ORTHOMCL3599	 -7043.956020	 -7047.090401
ORTHOMCL3722	 -1467.194798	 -1467.514375
ORTHOMCL3610	 -2853.517685	 -2853.776764
ORTHOMCL4092	 -3007.611517	 -3013.395167
ORTHOMCL3572	 -1849.680376	 -1857.103357
ORTHOMCL3345	 -3261.095358	 -3261.121826
ORTHOMCL3422	 -2541.652220	 -2541.845228
ORTHOMCL3968	 -1176.464515	 -1176.315640
ORTHOMCL3775	 -7972.952850	 -7976.279821
ORTHOMCL4039	 -10549.786538	 -10554.453947
ORTHOMCL4633	 -2116.687814	 -2119.021370
ORTHOMCL3275	 -1767.160182	 -1774.243637
ORTHOMCL5044	 -2013.538533	 -2014.259848
ORTHOMCL4787	 -6621.147938	 -6628.634064
ORTHOMCL4396	 -4142.827835	 -4146.781990
ORTHOMCL4923	 -1123.922212	 -1124.757124
ORTHOMCL3425	 -8971.726036	 -8973.194626
