ID	lnL0	lnL1
ORTHOMCL4624	 -5092.833882	 -5092.833882
ORTHOMCL4324	 -2473.356549	 -2473.356549
ORTHOMCL4159	 -4388.549271	 -4388.549271
ORTHOMCL4761	 -2430.291472	 -2430.291472
ORTHOMCL3427	 -2158.482027	 -2158.482027
ORTHOMCL3804	 -3555.094924	 -3555.094924
ORTHOMCL4151	 -5076.488162	 -5076.488162
ORTHOMCL4486	 -2154.125222	 -2154.125222
ORTHOMCL3898	 -2171.478451	 -2171.484356
ORTHOMCL3252	 -1598.488076	 -1598.521139
ORTHOMCL3628	 -2696.625327	 -2696.625327
ORTHOMCL3537	 -1386.821247	 -1386.821247
ORTHOMCL3849	 -4720.402049	 -4720.402049
ORTHOMCL3609	 -7531.139235	 -7531.139138
ORTHOMCL4462	 -4954.231970	 -4954.231970
ORTHOMCL3376	 -1356.289078	 -1356.289078
ORTHOMCL4091	 -2260.504922	 -2260.504898
ORTHOMCL4172	 -3658.092475	 -3658.092777
ORTHOMCL4932	 -6278.455778	 -6278.455778
ORTHOMCL4574	 -8133.369071	 -8133.385546
ORTHOMCL4569	 -1361.435142	 -1361.435145
ORTHOMCL3718	 -1533.530329	 -1534.095839
ORTHOMCL3965	 -2822.004721	 -2822.004721
ORTHOMCL3297	 -5986.341042	 -5967.763788
ORTHOMCL3740	 -1768.772233	 -1768.754472
ORTHOMCL4997	  -813.061676	  -813.061676
ORTHOMCL4146	 -2935.441555	 -2935.441555
ORTHOMCL4057	 -1102.670351	 -1102.670351
ORTHOMCL4048	 -9807.022958	 -9807.022958
ORTHOMCL3371	 -4456.574876	 -4456.574876
ORTHOMCL4457	 -6743.917217	 -6743.917217
ORTHOMCL3476	 -3012.812826	 -3018.276448
ORTHOMCL4660	 -1608.310526	 -1608.310526
ORTHOMCL4612	 -1864.417947	 -1864.417947
ORTHOMCL4375	 -4272.591426	 -4272.591426
ORTHOMCL3777	 -2665.157761	 -2665.157761
ORTHOMCL3973	 -1227.526445	 -1227.526445
ORTHOMCL3907	 -1636.079119	 -1636.079119
ORTHOMCL3500	 -2253.497230	 -2253.497230
ORTHOMCL4531	 -3034.287638	 -3034.287638
ORTHOMCL4396	 -4163.046203	 -4163.046203
ORTHOMCL3541	 -3991.453050	 -3991.453051
ORTHOMCL3623	 -2031.691319	 -2031.691319
ORTHOMCL3662	 -4860.111750	 -4860.111750
ORTHOMCL4140	 -4922.276932	 -4922.276932
ORTHOMCL4456	 -10522.889871	 -10522.889871
ORTHOMCL3269	 -2943.500967	 -2943.503018
ORTHOMCL4483	 -2004.762457	 -2004.762457
ORTHOMCL4556	 -1606.236916	 -1606.236916
ORTHOMCL4853	  -893.128152	  -892.355472
ORTHOMCL4692	 -5452.041612	 -5452.041612
ORTHOMCL4211	 -10638.015424	 -10638.015424
ORTHOMCL3917	 -7856.847824	 -7856.847824
ORTHOMCL4719	 -4018.034273	 -4016.594077
ORTHOMCL3394	 -3365.228896	 -3365.228896
ORTHOMCL4677	 -3513.462451	 -3513.462451
ORTHOMCL3612	 -4290.903908	 -4291.027094
ORTHOMCL4952	 -1200.657486	 -1200.657486
ORTHOMCL4208	 -4214.886037	 -4214.886037
ORTHOMCL3347	  -800.183717	  -800.183718
ORTHOMCL3711	 -5137.617059	 -5137.801036
ORTHOMCL3353	 -2372.863717	 -2372.863717
ORTHOMCL3487	 -1893.345538	 -1893.345538
ORTHOMCL3677	 -12311.295450	 -12311.295450
ORTHOMCL4921	 -4598.617241	 -4596.795713
ORTHOMCL4934	 -7666.769767	 -7666.769767
ORTHOMCL3698	 -1878.511402	 -1878.511402
ORTHOMCL4102	 -2443.896974	 -2443.896974
ORTHOMCL3610	 -2865.246428	 -2864.092699
ORTHOMCL3534	 -1940.568533	 -1940.568533
ORTHOMCL4770	  -623.953928	  -623.953928
ORTHOMCL4200	 -6173.428385	 -6173.428385
ORTHOMCL3639	 -5234.258730	 -5234.258730
ORTHOMCL4949	 -5589.453978	 -5589.453978
ORTHOMCL4667	  -749.358097	  -749.358097
ORTHOMCL3928	 -2311.154701	 -2311.154701
ORTHOMCL3902	 -3998.091586	 -3998.091586
ORTHOMCL3918	 -4696.095262	 -4696.095262
ORTHOMCL3398	 -7684.832840	 -7684.833775
ORTHOMCL4751	 -3899.895247	 -3899.895248
ORTHOMCL3535	 -6081.653946	 -6081.564713
ORTHOMCL4609	 -2151.977615	 -2151.977615
ORTHOMCL3444	 -1092.458644	 -1092.458636
ORTHOMCL4748	 -2327.123954	 -2327.123954
ORTHOMCL3946	 -5805.492643	 -5805.492643
ORTHOMCL3802	 -4518.363709	 -4518.363709
ORTHOMCL3811	 -3570.753670	 -3570.753670
ORTHOMCL4083	 -2377.853070	 -2377.853070
ORTHOMCL3583	 -1975.903792	 -1975.903792
ORTHOMCL4560	 -3022.009283	 -3025.703106
ORTHOMCL4659	 -1685.958635	 -1685.958635
ORTHOMCL3775	 -7993.932788	 -7993.932788
ORTHOMCL4927	 -2937.370385	 -2937.370385
ORTHOMCL3787	 -2489.895245	 -2489.895245
ORTHOMCL4752	 -3402.663543	 -3402.663543
ORTHOMCL4779	 -2225.403921	 -2225.403921
ORTHOMCL4559	 -2992.993625	 -2992.993625
ORTHOMCL3877	 -1970.667551	 -1970.667551
ORTHOMCL4131	 -4212.333424	 -4212.333424
ORTHOMCL4945	 -6873.453375	 -6873.453383
ORTHOMCL3271	 -1762.223000	 -1762.223000
ORTHOMCL4780	 -13019.433291	 -13019.433291
ORTHOMCL3366	 -5461.421911	 -5461.421911
ORTHOMCL3663	 -1000.261663	 -1000.045491
ORTHOMCL4487	 -1390.456094	 -1390.394135
ORTHOMCL5040	 -2482.732248	 -2482.732248
ORTHOMCL4322	 -1909.414996	 -1909.414996
ORTHOMCL3671	 -1224.853987	 -1224.853987
ORTHOMCL4868	 -1541.204686	 -1541.332325
ORTHOMCL4110	 -6120.965554	 -6120.965554
ORTHOMCL3362	 -1516.445957	 -1516.445957
ORTHOMCL3249	 -4093.473645	 -4093.473645
ORTHOMCL3719	 -2259.364681	 -2257.468491
ORTHOMCL4890	 -1198.777861	 -1198.777861
ORTHOMCL3767	 -2712.290084	 -2712.290088
ORTHOMCL3629	 -2987.158586	 -2987.158584
ORTHOMCL4975	 -1462.969036	 -1462.969036
ORTHOMCL3399	   -80.650867	   -77.604005
ORTHOMCL3408	 -8226.344023	 -8226.344023
ORTHOMCL3349	 -2866.436522	 -2866.436522
ORTHOMCL3563	 -1358.721057	 -1358.721051
ORTHOMCL3713	 -7407.776788	 -7407.776788
ORTHOMCL4766	 -11981.055845	 -11981.055845
ORTHOMCL4166	 -5675.838631	 -5675.802408
ORTHOMCL3764	 -1541.370486	 -1542.128404
ORTHOMCL3510	 -3699.661945	 -3686.279751
ORTHOMCL4516	 -3313.262014	 -3312.591706
ORTHOMCL3828	 -2283.116473	 -2283.116473
ORTHOMCL4575	 -1784.347739	 -1784.347739
ORTHOMCL4793	 -8567.384890	 -8567.385082
ORTHOMCL3364	 -4235.511478	 -4235.511478
ORTHOMCL4491	 -1561.384449	 -1561.384449
ORTHOMCL4931	 -2912.472081	 -2912.472081
ORTHOMCL3568	 -5541.692466	 -5541.692466
ORTHOMCL4870	 -1385.647904	 -1386.442534
ORTHOMCL4951	 -2133.894825	 -2133.894825
ORTHOMCL4550	  -959.893026	  -959.898176
ORTHOMCL3592	 -3439.260663	 -3439.260663
ORTHOMCL3575	 -2841.925433	 -2841.925433
ORTHOMCL3508	 -1128.259303	 -1129.335170
ORTHOMCL5044	 -2014.277637	 -2014.277637
ORTHOMCL4436	 -2566.886592	 -2566.886592
ORTHOMCL3560	  -919.803047	  -919.803047
ORTHOMCL3445	 -4653.788580	 -4653.788016
ORTHOMCL4297	 -4145.291805	 -4145.291805
ORTHOMCL4288	 -3411.309702	 -3411.309702
ORTHOMCL4127	 -1660.755773	 -1660.755773
ORTHOMCL3447	 -1881.135449	 -1879.404717
ORTHOMCL3307	 -4072.619417	 -4072.619417
ORTHOMCL4935	 -3258.881982	 -3258.390568
ORTHOMCL3221	 -4425.811317	 -4425.811317
ORTHOMCL3546	 -4250.922882	 -4250.922882
ORTHOMCL3989	  -931.608483	  -931.608482
ORTHOMCL3634	 -1678.960756	 -1678.960756
ORTHOMCL4852	 -2950.534503	 -2950.534503
ORTHOMCL4235	 -2071.614506	 -2071.614506
ORTHOMCL3895	 -3103.249124	 -3103.249123
ORTHOMCL3933	 -3619.591971	 -3617.833091
ORTHOMCL4368	 -2735.841160	 -2736.798250
ORTHOMCL3479	 -3750.719018	 -3750.719018
ORTHOMCL3791	 -1726.855894	 -1726.855894
ORTHOMCL4874	 -1556.699865	 -1556.699865
ORTHOMCL3352	 -1746.993248	 -1746.993248
ORTHOMCL4638	 -7982.054830	 -7982.054830
ORTHOMCL5002	 -8920.193771	 -8920.193771
ORTHOMCL3318	 -1693.456905	 -1693.456905
ORTHOMCL3480	 -4244.600152	 -4244.600152
ORTHOMCL4292	 -1951.674611	 -1951.674611
ORTHOMCL4895	 -6702.042865	 -6702.042865
ORTHOMCL4914	 -2413.547642	 -2413.547642
ORTHOMCL5027	 -2576.271412	 -2576.271412
ORTHOMCL4260	 -7310.271143	 -7310.309537
ORTHOMCL3686	 -2133.107373	 -2133.107368
ORTHOMCL4961	 -3239.693404	 -3239.693404
ORTHOMCL3833	 -5473.641402	 -5473.641402
ORTHOMCL4600	  -696.921854	  -696.921854
ORTHOMCL4318	 -3364.108972	 -3364.108905
ORTHOMCL4674	 -4072.349009	 -4072.349009
ORTHOMCL4553	 -3670.240187	 -3670.240187
ORTHOMCL4398	 -3370.180805	 -3370.180805
ORTHOMCL4193	 -5318.607210	 -5318.607214
ORTHOMCL4065	 -2458.974986	 -2458.974986
ORTHOMCL3527	  -363.631623	  -363.673419
ORTHOMCL3790	 -1086.816423	 -1086.816418
ORTHOMCL3374	  -652.702065	  -652.702061
ORTHOMCL4823	 -2385.774975	 -2385.774975
ORTHOMCL3900	 -4954.353815	 -4954.353815
ORTHOMCL4092	 -3010.234785	 -3010.234785
ORTHOMCL4857	 -6862.840431	 -6862.840431
ORTHOMCL4209	 -3170.719724	 -3170.719724
ORTHOMCL4112	 -2241.884514	 -2241.884514
ORTHOMCL4467	 -2978.318365	 -2978.318365
ORTHOMCL5022	 -6824.267232	 -6824.267232
ORTHOMCL4756	 -2222.679075	 -2222.026732
ORTHOMCL4238	 -7652.848386	 -7652.848386
ORTHOMCL4885	 -1089.165950	 -1089.165950
ORTHOMCL4627	 -2180.668029	 -2180.668029
ORTHOMCL4284	  -628.389877	  -628.389778
ORTHOMCL4498	 -1827.609489	 -1827.482321
ORTHOMCL4778	 -5115.212516	 -5115.212516
ORTHOMCL4790	 -7882.145286	 -7882.145286
ORTHOMCL4842	 -1895.992105	 -1895.992105
ORTHOMCL4380	 -4863.940622	 -4863.940622
ORTHOMCL3873	 -2520.183910	 -2520.183910
ORTHOMCL4953	 -3353.572739	 -3353.572739
ORTHOMCL4161	 -10214.604992	 -10214.604986
ORTHOMCL3875	 -11247.696649	 -11247.696649
ORTHOMCL4721	 -4487.708227	 -4493.932670
ORTHOMCL4118	 -4831.445517	 -4831.445517
ORTHOMCL3830	 -4240.982253	 -4240.982253
ORTHOMCL3762	 -3105.684870	 -3105.684870
ORTHOMCL3224	 -2616.130872	 -2616.130872
ORTHOMCL3994	 -2822.350910	 -2822.326852
ORTHOMCL3555	 -2838.417145	 -2838.417145
ORTHOMCL4341	 -2944.594900	 -2944.594900
ORTHOMCL4999	 -1794.344526	 -1794.344526
ORTHOMCL4693	 -8865.028109	 -8865.028109
ORTHOMCL3940	 -1913.113971	 -1913.113971
ORTHOMCL4687	 -3374.092924	 -3374.092924
ORTHOMCL3570	 -10436.332174	 -10436.332549
ORTHOMCL5039	 -2017.240691	 -2017.240690
ORTHOMCL4150	 -6998.945860	 -6998.945861
ORTHOMCL4402	 -2149.181246	 -2149.181246
ORTHOMCL3309	 -2818.066098	 -2818.066098
ORTHOMCL4689	 -2632.453861	 -2632.453861
ORTHOMCL3473	 -10099.398722	 -10099.398722
ORTHOMCL4090	 -1543.221676	 -1543.221676
ORTHOMCL4180	 -3950.453438	 -3950.453438
ORTHOMCL4008	 -7121.005502	 -7121.005502
ORTHOMCL3429	 -8112.330377	 -8112.330377
ORTHOMCL4524	 -4516.918066	 -4516.918066
ORTHOMCL4725	 -5381.924143	 -5381.924143
ORTHOMCL3701	 -3355.049503	 -3355.049503
ORTHOMCL4173	 -1481.707903	 -1481.707903
ORTHOMCL3419	 -5549.766405	 -5549.766404
ORTHOMCL3254	 -2638.803868	 -2638.861845
ORTHOMCL4149	 -5014.569827	 -5014.569827
ORTHOMCL4526	 -3752.322887	 -3752.322887
ORTHOMCL4892	 -1984.840804	 -1984.840804
ORTHOMCL4072	 -3638.771235	 -3638.771235
ORTHOMCL4355	 -2555.926493	 -2555.919193
ORTHOMCL4996	 -1838.290316	 -1838.290316
ORTHOMCL4346	 -5986.309248	 -5986.309248
ORTHOMCL3524	  -521.991922	  -521.991916
ORTHOMCL3869	 -5746.695185	 -5746.695185
ORTHOMCL3351	 -1240.623928	 -1240.623928
ORTHOMCL3776	 -4128.029518	 -4128.029519
ORTHOMCL4207	 -2898.392466	 -2898.392454
ORTHOMCL4655	 -5078.366035	 -5078.366035
ORTHOMCL4043	 -1197.650497	 -1197.650497
ORTHOMCL4723	 -2043.921752	 -2043.921751
ORTHOMCL3385	 -3492.477484	 -3489.437245
ORTHOMCL4133	 -2351.527375	 -2351.527375
ORTHOMCL4465	  -545.739771	  -545.739771
ORTHOMCL4259	  -490.927368	  -490.927368
ORTHOMCL4199	 -3388.901446	 -3388.901446
ORTHOMCL4551	 -1092.439491	 -1092.439491
ORTHOMCL3346	 -1300.802411	 -1300.802411
ORTHOMCL4386	 -3542.431259	 -3542.431259
ORTHOMCL3699	 -1423.225384	 -1419.116717
ORTHOMCL4320	 -5557.611241	 -5557.611241
ORTHOMCL4826	 -1325.390458	 -1325.390458
ORTHOMCL4829	 -3593.424738	 -3595.875925
ORTHOMCL4343	 -1920.505807	 -1920.505807
ORTHOMCL4137	 -10643.747287	 -10643.747288
ORTHOMCL4196	 -3341.475248	 -3341.475248
ORTHOMCL4837	 -7599.545675	 -7599.545675
ORTHOMCL3354	 -2502.667780	 -2502.667779
ORTHOMCL5033		 -10964.447151
ORTHOMCL4317	 -2091.392532	 -2091.392532
ORTHOMCL4676	 -3890.716484	 -3890.716484
ORTHOMCL3813	 -4856.550606	 -4856.550606
ORTHOMCL4891	 -5992.486230	 -5992.486230
ORTHOMCL4035	 -5137.135093	 -5137.135093
ORTHOMCL4371	 -7297.269268	 -7297.269267
ORTHOMCL4230	 -1286.207836	 -1286.207832
ORTHOMCL3379	 -1114.540885	 -1114.541303
ORTHOMCL3888	 -3305.810134	 -3305.810134
ORTHOMCL3680	 -1525.011650	 -1525.011650
ORTHOMCL4373	 -3855.225816	 -3855.225816
ORTHOMCL4507	 -2590.037991	 -2590.037991
ORTHOMCL4381	 -3257.231259	 -3257.231259
ORTHOMCL4988	 -4329.333901	 -4329.333901
ORTHOMCL3301	 -1502.294714	 -1502.294714
ORTHOMCL4221	 -1312.787521	 -1302.699656
ORTHOMCL3417	 -6354.497034	 -6354.497034
ORTHOMCL3336	 -5721.161325	 -5721.161325
ORTHOMCL4183	 -3545.974580	 -3545.974580
ORTHOMCL4220	 -1703.014528	 -1703.014528
ORTHOMCL3451	 -5850.428393	 -5850.428393
ORTHOMCL4358	 -7468.963167	 -7468.897890
ORTHOMCL4878	 -1307.753750	 -1307.753750
ORTHOMCL3687	 -1700.651728	 -1700.651728
ORTHOMCL3921	 -4516.591266	 -4516.591266
ORTHOMCL3292	 -3766.329401	 -3766.329401
ORTHOMCL4506	 -5166.094921	 -5167.571983
ORTHOMCL4813	 -2381.934518	 -2381.934518
ORTHOMCL4647	 -2558.290238	 -2558.290238
ORTHOMCL3294	 -4588.906944	 -4588.889543
ORTHOMCL4587	 -1601.729022	 -1601.729022
ORTHOMCL4164	 -2090.297906	 -2090.297906
ORTHOMCL3961	 -1574.287330	 -1574.287330
ORTHOMCL4435	  -991.505600	  -991.505600
ORTHOMCL3691	 -1940.171450	 -1940.171450
ORTHOMCL4712	 -9761.637941	 -9761.637941
ORTHOMCL4784	 -2083.239004	 -2083.239004
ORTHOMCL4376	 -4545.993025	 -4545.993025
ORTHOMCL3774	 -3404.665748	 -3404.665725
ORTHOMCL3866	 -4449.436960	 -4449.436960
ORTHOMCL3495	 -2694.525074	 -2681.054668
ORTHOMCL3760	 -3021.016434	 -3021.016434
ORTHOMCL4939	 -5556.199898	 -5556.199898
ORTHOMCL3529	 -1536.448581	 -1536.448581
ORTHOMCL4990	 -7638.265713	 -7638.265713
ORTHOMCL4114	 -17165.179029	 -17165.179029
ORTHOMCL3457	 -19721.076648	 -19721.076648
ORTHOMCL4787	 -6612.650805	 -6612.650805
ORTHOMCL4543	 -4185.253663	 -4185.253663
ORTHOMCL3850	 -7160.520445	 -7160.520445
ORTHOMCL4294	 -5864.069143	 -5864.069143
ORTHOMCL4665	 -1488.754144	 -1488.754144
ORTHOMCL3630	  -906.324469	  -906.324469
ORTHOMCL4362	  -731.935672	  -731.935672
ORTHOMCL4155	 -4921.221447	 -4921.221447
ORTHOMCL4115	 -5691.099974	 -5691.099974
ORTHOMCL4799	  -422.508995	  -422.508995
ORTHOMCL4936	 -2333.587748	 -2333.587748
ORTHOMCL4039	 -10568.913994	 -10568.913994
ORTHOMCL3763	 -5727.310024	 -5727.310024
ORTHOMCL4896	 -2314.893074	 -2314.893074
ORTHOMCL3423	 -2092.998305	 -2092.998305
ORTHOMCL3210	 -5174.375749	 -5174.375749
ORTHOMCL4714	 -3304.937333	 -3304.937333
ORTHOMCL3255	 -5129.895851	 -5129.895851
ORTHOMCL3912	  -575.237302	  -575.237302
ORTHOMCL3556	 -7377.805427	 -7377.805427
ORTHOMCL4591	 -4448.864898	 -4448.864898
ORTHOMCL5038	 -1956.556914	 -1956.556914
ORTHOMCL4082	 -2724.764853	 -2724.764853
ORTHOMCL3593	 -4600.095975	 -4600.095975
ORTHOMCL3746	 -3855.023148	 -3855.023148
ORTHOMCL4871	 -3733.209040	 -3733.209040
ORTHOMCL4806	 -5290.195058	 -5290.195077
ORTHOMCL4162	 -1832.543792	 -1832.543792
ORTHOMCL3707	 -1300.931784	 -1300.931784
ORTHOMCL3536	 -1159.697912	 -1159.741803
ORTHOMCL3505	 -4899.399405	 -4880.541798
ORTHOMCL4009	 -1715.161918	 -1714.052649
ORTHOMCL4246	 -2179.040716	 -2179.040715
ORTHOMCL4212	 -13069.523065	 -13069.523065
ORTHOMCL4644	 -8685.966391	 -8685.966391
ORTHOMCL4843	 -4189.632251	 -4189.632251
ORTHOMCL3684	 -1315.854122	 -1315.854095
ORTHOMCL4312	 -2499.759009	 -2500.257256
ORTHOMCL5019	 -1802.948474	 -1802.948474
ORTHOMCL3525	 -2529.894975	 -2529.894975
ORTHOMCL4820	 -3995.469105	 -3995.469105
ORTHOMCL3357	 -7902.890136	 -7902.890136
ORTHOMCL4771	 -1987.708929	 -1987.750652
ORTHOMCL4422	 -3726.074851	 -3726.074851
ORTHOMCL4946	 -3305.883610	 -3305.883610
ORTHOMCL3779	 -4391.959048	 -4391.959048
ORTHOMCL3557	  -164.614647	  -164.614647
ORTHOMCL4103	 -2935.842126	 -2935.842126
ORTHOMCL4045	 -2328.979146	 -2328.979146
ORTHOMCL4013	 -3809.537105	 -3809.537105
ORTHOMCL4437	 -2252.029947	 -2252.029947
ORTHOMCL3617	 -4791.074913	 -4791.074913
ORTHOMCL3342	 -3951.743846	 -3951.743846
ORTHOMCL4529	 -2494.264072	 -2494.264072
ORTHOMCL4489	 -1645.146885	 -1645.352753
ORTHOMCL3223	 -2579.323552	 -2579.323552
ORTHOMCL3773	 -3497.345513	 -3497.345513
ORTHOMCL4326	 -1492.116727	 -1492.116727
ORTHOMCL3608	 -1624.363014	 -1624.363014
ORTHOMCL4049	 -2344.355491	 -2344.355491
ORTHOMCL4258	 -10796.724405	 -10796.724405
ORTHOMCL4096	 -8226.257651	 -8226.257651
ORTHOMCL3710	 -18895.188008	 -18895.188008
ORTHOMCL4088	 -1225.351745	 -1225.336025
ORTHOMCL4879	 -2267.685578	 -2267.685578
ORTHOMCL4352	  -373.235711	  -373.235998
ORTHOMCL3703	 -2420.724104	 -2420.724104
ORTHOMCL4903	 -6454.037594	 -6454.037594
ORTHOMCL4754	 -4814.437626	 -4814.059835
ORTHOMCL3896	 -6574.441249	 -6574.441249
ORTHOMCL3539	 -3974.513417	 -3974.513417
ORTHOMCL4225	 -1340.985752	 -1340.985752
ORTHOMCL3799	 -14213.396786	 -14213.396752
ORTHOMCL4434	 -3877.915802	 -3877.915802
ORTHOMCL4256	 -2183.642036	 -2183.642036
ORTHOMCL5041	 -2173.643493	 -2173.643452
ORTHOMCL3727	 -3667.100078	 -3667.100078
ORTHOMCL4459	 -3378.365969	 -3378.365969
ORTHOMCL4442	 -1990.917847	 -1990.917847
ORTHOMCL4970	 -1023.720640	 -1023.720640
ORTHOMCL5000	 -1876.037925	 -1874.860641
ORTHOMCL3944	 -1931.346808	 -1931.346808
ORTHOMCL5024	  -289.391287	  -291.881980
ORTHOMCL3430	 -2884.389906	 -2884.389906
ORTHOMCL4781	 -3298.773827	 -3298.773827
ORTHOMCL3559	 -4304.303364	 -4304.303364
ORTHOMCL4033	 -3818.333165	 -3818.333165
ORTHOMCL3523	  -735.489255	  -735.489255
ORTHOMCL4073	 -3588.918177	 -3588.918177
ORTHOMCL5018	 -5815.480405	 -5815.480405
ORTHOMCL4433	 -1959.193576	 -1959.193576
ORTHOMCL3958	 -3251.618685	 -3251.618685
ORTHOMCL4925	 -4909.286448	 -4909.286448
ORTHOMCL3464	 -8823.879695	 -8823.879695
ORTHOMCL3800	 -3360.801866	 -3360.623457
ORTHOMCL4728	 -7113.439638	 -7104.004029
ORTHOMCL5017	 -1660.690705	 -1660.690705
ORTHOMCL3285	  -898.681798	  -898.681800
ORTHOMCL3501	 -5455.587576	 -5455.587576
ORTHOMCL3497	 -3685.775958	 -3685.775958
ORTHOMCL4444	 -1606.291047	 -1606.291047
ORTHOMCL4401	 -17894.891495	 -17894.891495
ORTHOMCL4047	 -4022.502067	 -4022.502067
ORTHOMCL4078	  -758.137308	  -757.220759
ORTHOMCL4568	 -2324.120268	 -2324.120268
ORTHOMCL3440	 -2490.040022	 -2490.040022
ORTHOMCL4189	 -3779.321977	 -3779.321977
ORTHOMCL4755	  -867.934873	  -867.934873
ORTHOMCL3268	  -180.857069	  -181.128885
ORTHOMCL3938	 -2194.112496	 -2189.470276
ORTHOMCL3424	 -1374.849156	 -1372.889402
ORTHOMCL5011	 -2501.186530	 -2494.250805
ORTHOMCL4908	 -4836.410790	 -4836.410790
ORTHOMCL4408	  -248.029174	  -248.029177
ORTHOMCL3744	 -8361.027913	 -8361.027913
ORTHOMCL3521	 -5757.264240	 -5757.264240
ORTHOMCL4639	  -875.093431	  -875.093431
ORTHOMCL4247	 -2672.539476	 -2672.539476
ORTHOMCL3247	 -2243.432858	 -2243.432858
ORTHOMCL3392	 -5533.001500	 -5533.001520
ORTHOMCL3974	 -9069.623364	 -9069.623364
ORTHOMCL3962	  -872.610759	  -872.610433
ORTHOMCL3486	 -1377.100704	 -1377.100704
ORTHOMCL4270	 -1098.645022	 -1098.645022
ORTHOMCL3518	 -8939.572433	 -8939.572433
ORTHOMCL4571	 -3283.149635	 -3283.149635
ORTHOMCL3627	 -2655.045859	 -2658.235546
ORTHOMCL3722	 -1478.930133	 -1478.930178
ORTHOMCL4680	 -3826.851711	 -3827.780239
ORTHOMCL4955	 -5474.368414	 -5474.368414
ORTHOMCL4100	 -5809.873848	 -5809.873852
ORTHOMCL4971	 -1783.316077	 -1783.316193
ORTHOMCL4607	 -2929.656171	 -2929.656170
ORTHOMCL4897	 -5191.088798	 -5191.088798
ORTHOMCL3759	 -3008.028544	 -3008.028544
ORTHOMCL4976	 -4494.487995	 -4494.487995
ORTHOMCL3337	 -3770.945850	 -3770.945850
ORTHOMCL4707	 -1761.842696	 -1761.842783
ORTHOMCL4545	 -1524.600204	 -1524.600204
ORTHOMCL3565	 -4891.373726	 -4891.373727
ORTHOMCL3241	 -3973.608150	 -3973.608150
ORTHOMCL4656	 -3196.919383	 -3196.919383
ORTHOMCL4474	 -2659.639853	 -2659.639853
ORTHOMCL4527	 -5303.905213	 -5303.905204
ORTHOMCL3290	 -1575.638620	 -1575.638620
ORTHOMCL3218	 -4430.433367	 -4430.433367
ORTHOMCL4937	 -1634.021274	 -1634.021274
ORTHOMCL4626	 -4507.355889	 -4507.355889
ORTHOMCL4395	 -5247.144134	 -5247.144133
ORTHOMCL4850	 -3222.604786	 -3222.603780
ORTHOMCL3747	 -3528.733781	 -3527.580958
